COD,"Bloque, ladrillo, piedra, madera pulida","Cana, esterilla, otros vegetales",Concreto vaciado,Guadua,"Madera burda, tabla, tablon","Madera burda, tabla, tablon, otro vegetal",Material prefabricado,No tiene paredes,Sin informacion,"Tapia pisada, bahareque, adobe"
25740,4411,0,1,0,0,0,0,0,0,0
25743,12282,0,0,0,15,0,19,0,0,0
25745,4047,0,0,0,0,0,0,0,0,0
25754,3088,1,20,0,10,13,16,0,0,3
25758,6335,0,0,0,1,0,1,0,0,0
25769,5915,0,0,0,0,0,31,0,0,0
25772,5830,0,0,0,21,0,3,0,0,2
25777,3025,0,0,0,2,0,0,0,0,0
25779,3920,0,0,0,0,0,0,0,0,0
25781,2953,0,0,0,0,0,0,0,0,0
25785,9440,0,7,0,0,0,8,0,0,0
25793,5065,0,0,0,3,0,3,0,0,0
25797,6046,0,0,0,0,0,11,0,0,0
25799,9086,0,5,0,0,0,20,0,0,5
25805,2806,2,0,0,1,0,3,0,0,0
25807,1953,0,0,0,0,0,0,0,0,5
25815,3400,0,6,18,0,15,6,0,0,425
25817,5922,0,17,0,7,0,24,0,0,3
25823,2075,0,0,22,561,0,0,0,0,4
25839,3572,0,4,0,77,10,51,0,0,1442
25841,5358,0,0,0,0,0,0,0,0,0
25843,7531,0,5,0,0,0,0,0,0,7
25845,3168,0,0,0,7,0,0,0,0,0
25851,1693,0,0,0,0,0,0,0,0,0
25862,4604,0,0,28,37,0,0,0,0,70
25867,2357,0,0,0,0,0,0,0,0,0
25871,1063,0,0,7,34,0,0,0,0,3
25873,9321,0,15,0,0,0,4,0,0,2
25875,7290,0,3,8,2,0,18,0,0,2
25878,7058,5,3,8,705,5,35,0,0,0
25885,1775,0,6,1,5592,0,1,0,0,23
25898,2249,0,0,0,0,0,8,0,0,0
25899,6623,0,6,0,3,0,0,0,0,6
27001,1188,16,7,0,6672,18,5,0,0,15
27006,454,11,3,0,2810,76,9,1,0,12
27025,91,2379,52,9,10600,200,37,1757,0,37
27050,134,0,55,1,68,0,0,0,0,2
27073,667,7,0,119,4793,4,0,0,0,28
27075,29,0,2,0,588,0,5,0,0,0
27077,380,58,12,4,2908,26,14,38,0,0
27099,25,41,0,6,5316,0,1,186,0,42
27135,123,5,0,8,422,0,0,0,0,0
27150,934,3,5,0,7971,12,5,56,0,35
27160,277,9,6,11,596,6,0,0,0,1
27205,169,0,0,1,816,25,10,0,0,13
27245,1908,0,1,0,1443,0,1,6,0,17
27250,51,0,0,0,2876,12,1,0,0,12
27361,1006,2,73,0,4595,7,32,0,0,32
27372,35,0,0,0,1816,12,0,24,0,9
27413,312,7,0,0,680,0,0,0,0,5
27425,45,16,7,0,4179,11,3,12,0,6
27430,181,23,42,29,2953,1,6,23,0,9
27450,1951,5,33,0,4347,5,11,3,0,23
27491,136,14,112,0,3056,14,7,0,0,0
27495,204,45,4,0,772,0,0,0,0,3
27580,33,0,0,62,1367,12,0,0,0,11
27600,72,0,0,5,1153,0,0,0,0,0
27615,486,3,93,15,20677,150,8,38,0,47
27660,316,26,68,4,1884,11,0,0,0,48
27745,163,30,0,0,55,0,0,0,0,0
27787,837,5,0,44,2217,12,21,10,0,15
27800,344,20,26,0,2709,26,8,51,0,3
27810,623,0,1,0,180,0,0,0,0,1
41001,5564,0,30,10,444,96,7,0,0,1531
41006,3570,0,17,704,221,9,13,0,0,13541
41013,309,0,0,0,3,0,0,0,0,2373
41016,1636,0,0,70,3,25,3,0,0,1828
41020,5004,2,5,50,879,47,18,0,0,2826
41026,992,0,0,0,0,0,0,0,0,164
41078,95,0,10,2,192,0,0,0,0,2625
41132,3434,0,20,3,29,9,7,0,0,1421
41206,909,0,9,2,313,14,7,0,0,3288
41244,322,0,0,8,0,0,0,0,0,1571
41298,4159,0,26,236,103,0,1,0,0,18419
41306,4372,4,0,18,61,5,4,0,0,4694
41319,2872,0,0,26,0,0,3,0,0,5665
41349,399,0,0,524,18,1,0,0,0,459
41357,674,0,7,0,596,0,1064,0,0,2944
41359,15336,0,0,4,1996,0,5,0,0,224
41378,5279,0,11,0,577,0,0,0,0,1208
41396,4523,0,7,131,1959,86,6,0,0,18105
41483,51,0,15,5,9,10,3,0,0,3049
41503,2302,0,7,7,46,0,9,0,0,4953
41518,91,0,0,8,14,0,0,0,0,3502
41524,3905,0,0,6,676,36,1,0,0,2755
41530,1486,0,0,0,890,3,0,0,0,6320
41548,402,0,1,0,0,0,0,0,0,7231
41551,35183,7,8,32,396,24,0,0,0,5298
41615,4131,1,4,4,16,33,0,0,0,874
41660,2098,0,0,1,934,0,0,0,0,4856
41668,14471,9,4,3,2999,9,20,0,0,2135
41676,211,0,0,13,110,0,0,0,0,7014
41770,2202,0,15,68,169,3,0,0,0,8699
41791,1528,1,0,311,0,0,0,0,0,6480
41797,723,0,0,0,0,0,0,0,0,2259
41799,1492,0,0,0,108,12,0,0,0,2370
41801,496,0,0,4,0,0,0,0,0,2908
41807,6893,0,0,36,0,0,0,0,0,4344
41872,475,1,0,0,0,0,2,0,0,574
41885,909,0,0,0,11,1,2,0,0,243
44001,4176,335,55,1309,741,247,134,7,0,2067
44035,1222,49,53,57,222,61,107,0,0,1316
44078,877,0,4,0,82,345,2,0,0,455
44090,2489,160,6,13,245,156,0,0,0,156
44098,758,0,0,0,15,26,0,0,0,1284
44110,438,0,0,0,265,0,1,0,0,0
44279,1382,9,0,0,133,20,0,0,0,319
44378,982,0,0,63,3,0,5,0,0,2107
44420,609,3,0,0,56,0,0,0,0,89
44430,3673,1352,74,1305,730,2253,347,6,0,1089
44560,2629,1500,108,1231,1553,5400,576,0,0,2099
44650,1734,0,8,34,11,12,12,0,0,875
44847,10604,2512,322,6870,2384,4610,401,0,0,3977
44855,335,0,0,0,91,0,0,0,0,479
44874,947,0,0,0,47,0,0,0,0,92
47001,8410,31,36,31,793,126,10,0,0,371
47030,1188,1,0,7,84,22,0,0,0,13
47053,1749,21,14,18,387,25,4,0,0,241
47058,1726,1,9,0,1861,0,0,0,0,23
47161,163,0,2,1,0,0,0,0,0,20
47170,315,26,0,87,3111,0,0,0,0,15
47189,4455,120,22,14,1799,186,2,0,0,225
47205,58,0,0,0,2,0,0,0,0,64
47245,2274,111,4,23,385,60,0,0,0,2120
47258,327,4,0,0,0,0,0,0,0,393
47268,952,36,0,0,20,66,0,0,0,5
47288,1717,18,7,8,377,8,0,13,0,322
47318,2069,17,0,88,953,9,3,0,0,4412
47460,962,96,0,0,2856,10,0,0,0,201
47541,191,0,0,0,0,9,0,0,0,0
47545,615,5,2,12,1189,2,0,0,0,1324
47551,2160,0,0,0,1301,10,0,0,0,644
47555,633,10,0,0,4695,6,8,0,0,643
47570,346,0,0,0,191,0,1,0,0,22
47605,351,192,4,0,0,0,0,0,0,12
47660,468,111,14,0,4031,44,0,0,0,922
47675,364,40,0,0,1,5,0,0,0,5
47692,1780,5,104,6,2510,0,17,0,0,1524
47703,1558,0,145,26,276,0,0,0,0,597
47707,1941,0,0,67,1838,0,0,0,0,747
47720,731,0,0,1,439,0,0,0,0,340
47745,1128,3,0,0,2686,148,0,0,0,0
47798,332,0,0,3,1071,25,0,0,0,279
47960,141,0,0,0,407,0,0,0,0,233
47980,5110,169,4,251,117,467,1,0,0,327
50001,14580,1,249,3,383,173,64,0,0,11
50006,9623,0,11,0,206,34,2,0,0,3
50110,1199,3,0,0,78,32,1,0,0,0
50124,1268,0,0,0,19,72,9,0,0,0
50150,4198,0,9,0,23,37,9,0,0,0
50223,1289,0,0,0,261,0,0,0,0,0
50226,3996,1,17,0,15,96,1,0,0,0
50245,211,0,4,0,113,0,0,0,0,337
50251,2216,1,6,5,941,19,5,0,0,2
50270,1330,0,0,0,218,0,0,0,0,0
50287,3031,0,0,0,64,50,1,0,0,7
50313,6212,0,30,3,67,26,0,0,0,2
50318,4067,0,12,1,8,6,0,0,0,0
50325,172,72,9,2,2506,113,3,88,0,2
50330,699,2,2,2,3580,0,534,0,0,0
50350,838,19,23,36,15780,59,26,2,0,36
50370,152,18,31,3,4725,82,4,0,0,13
50400,4066,0,1,0,1326,2,0,0,0,0
50450,193,3,3,0,3603,42,4,0,0,0
50568,1938,19,22,42,4822,241,64,0,0,8
50573,4879,8,9,15,176,213,3,0,0,15
50577,1455,0,1,0,2536,65,2,0,0,0
50590,576,4,0,0,3856,61,124,0,0,0
50606,5251,0,15,0,7,4,0,0,0,0
50680,1046,14,0,4,39,72,5,0,0,0
50683,1882,7,0,0,1259,16,9,0,0,0
50686,139,0,0,0,32,0,0,0,0,287
50689,2630,0,2,0,535,111,1,0,0,4
50711,1730,20,15,4,4559,90,155,0,0,7
52001,25913,0,39,1,531,26,17,0,0,487
52019,28,0,0,1,1,0,0,0,0,5470
52022,4242,0,0,0,0,0,0,0,0,9
52036,5319,0,3,0,0,0,0,0,0,8
52051,108,0,0,0,0,0,0,0,0,5853
52079,461,63,77,8,10444,6,2,16,0,13
52083,2391,0,0,0,8,0,0,0,0,34
52110,222,0,6,0,3,0,2,0,0,11063
52203,44,0,0,0,0,0,0,0,0,5930
52207,2050,0,0,0,0,0,0,0,0,4308
52210,76,0,0,0,0,0,0,0,0,4699
52215,185,0,0,0,261,0,2,0,0,10237
52224,1400,0,0,0,0,0,0,0,0,4868
52227,19219,14,57,0,845,5,3,0,0,22
52233,1346,0,5,0,710,4,0,0,0,159
52240,6040,0,2,0,0,0,9,0,0,78
52250,49,13,12,243,12482,8,5,22,0,11
52254,4531,0,0,0,0,0,0,0,0,108
52256,122,0,0,0,343,0,0,0,0,3045
52258,104,0,0,0,0,0,0,0,0,8422
52260,7067,0,1,0,23,0,0,0,0,508
52287,60,0,0,0,19,0,0,0,0,3008
52317,13787,0,0,3,2,0,0,0,0,74
52320,770,0,0,0,0,0,0,0,0,5803
52323,192,0,0,0,0,0,0,0,0,2766
52352,97,0,0,0,0,0,0,0,0,4749
52354,1644,0,0,0,1,0,0,0,0,2093
52356,17881,0,11,3,1797,3,12,0,0,7290
52378,4768,0,0,0,0,0,0,0,0,2161
52381,4390,0,0,0,441,0,0,0,0,845
52385,1350,0,0,0,513,0,0,0,0,124
52390,7,0,2,0,2123,3,50,0,0,5
52399,313,0,3,0,0,2,0,0,0,15458
52405,105,0,7,0,38,0,4,0,0,4271
52411,5448,0,0,0,6,0,0,0,0,0
52418,2911,0,0,0,727,3,2,0,0,992
52427,140,7,10,43,9399,6,22,30,0,0
52435,4165,0,0,2,505,18,1,0,0,59
52473,69,0,0,0,2439,0,5,0,0,0
52480,1374,0,0,0,12,0,0,0,0,6
52490,104,0,0,0,9084,4,17,0,0,1
52506,754,0,0,0,0,0,0,0,0,3415
52520,56,0,1,0,2116,0,11,1,0,0
52540,1074,0,0,0,628,12,1,0,0,1230
52560,7866,0,8,0,0,0,0,0,0,46
52565,1429,0,0,0,5,0,0,0,0,1798
52573,276,0,1,0,238,0,0,0,0,2873
52585,5361,0,0,0,0,0,0,0,0,4418
52612,252,32,214,116,3756,103,5,10,0,29
52621,148,0,29,15,6368,4,36,1,0,3
52678,6649,21,9,8,767,249,0,0,0,5533
52683,6004,0,2,0,0,0,1,0,0,50
52685,263,0,0,0,0,0,0,0,0,6037
52687,123,0,15,0,0,0,0,0,0,13227
52693,6436,0,0,0,0,0,0,0,0,1703
52694,33,0,0,0,0,0,0,0,0,5695
52696,582,2,3,0,3898,9,4,0,0,7
52699,4394,8,38,10,2006,0,0,0,0,937
52720,4382,0,0,0,0,0,0,0,0,1
52786,2947,0,0,0,5,0,3,0,0,4021
52788,2602,0,0,0,35,0,1,0,0,4600
52835,1861,11,270,44,20665,50,136,17,0,15
52838,17105,0,22,0,10,0,0,0,0,826
52885,245,0,0,0,0,0,0,0,0,6417
54001,6044,11,57,0,979,113,34,0,0,157
54003,8428,0,2,4,24,3,4,0,0,6153
54051,342,0,1,0,12,0,4,0,0,5385
54099,1894,0,0,0,0,0,2,0,0,198
54109,676,0,0,0,0,0,0,0,0,3028
54125,360,0,0,0,0,0,0,0,0,1495
54128,2531,0,1,0,24,2,1,0,0,3281
54172,4452,0,0,0,4,0,0,0,0,20
54174,4070,0,0,0,556,0,0,0,0,724
54206,1570,3,14,0,1220,117,35,0,0,6149
54223,130,0,0,0,0,0,0,0,0,5796
54239,219,0,0,0,19,3,0,0,0,1650
54245,116,2,0,0,1773,13,0,0,0,4895
54250,2308,0,0,0,6188,28,7,0,0,826
54261,6379,18,9,6,714,10,1,0,0,306
54313,1459,0,0,0,37,3,75,0,0,2374
54344,1195,0,0,0,528,0,4,0,0,6233
54347,3198,0,0,0,0,0,0,0,0,378
54377,2578,0,0,0,80,0,0,0,0,1288
54385,4498,0,0,0,334,29,5,0,0,828
54398,508,0,0,0,0,0,0,0,0,5321
54405,1326,0,23,0,22,1,1,0,0,13
54418,465,0,0,0,0,0,0,0,0,1348
54480,1803,0,0,0,0,0,0,0,0,1053
54498,4357,0,1,0,17,29,2,0,0,4667
54518,2280,0,0,0,111,0,0,0,0,1439
54520,2639,0,0,0,1,0,0,0,0,866
54553,354,0,0,0,21,0,0,0,0,0
54599,2170,0,0,0,0,0,0,0,0,278
54660,1860,0,2,0,24,0,2,0,0,2533
54670,603,0,0,0,471,0,0,0,0,6372
54673,811,1,0,0,33,0,0,0,0,99
54680,650,0,0,0,12,0,0,0,0,685
54720,3069,0,1,0,3672,15,7,0,0,4334
54743,2523,0,0,0,4,0,0,0,0,1044
54800,1081,2,0,0,1591,0,0,3,0,5348
54810,5209,0,10,0,14562,217,13,0,0,6
54820,3474,8,0,1,2078,3,0,0,0,2745
54871,273,0,0,0,0,0,0,0,0,2447
54874,857,0,2,1,0,0,22,0,0,7
63001,4321,0,41,3,0,0,11,0,0,1
63111,1306,4,0,0,0,0,0,0,0,0
63130,5632,34,5,57,53,4,0,0,0,7
63190,3751,14,2,0,4,0,12,0,0,1
63212,2108,2,3,5,0,0,0,0,0,0
63272,4480,23,6,0,13,0,0,0,0,0
63302,776,0,0,0,579,0,1,0,0,1714
63401,2073,18,5,2,10,0,4,0,0,3
63470,3657,0,16,2,0,0,0,0,0,8
63548,1807,0,1,0,5,0,0,0,0,62
63594,4136,0,2,0,0,0,0,0,0,22
63690,2783,12,88,0,89,0,0,0,0,71
66001,27445,543,291,78,262,13,95,0,0,237
66045,5499,0,0,0,11,0,0,0,0,43
66075,3177,10,14,0,4,0,18,0,0,5
66088,9166,5,0,32,2,0,0,0,0,71
66170,7147,17,91,3,11,0,5,0,0,28
66318,745,0,0,0,0,0,0,0,0,5591
66383,3580,2,0,0,0,0,0,0,0,0
66400,377,0,0,0,0,0,0,0,0,16
66440,5426,3,30,1202,2,1,0,0,0,66
66456,2569,301,34,147,1051,0,56,0,0,753
66572,2797,145,15,286,4488,2,4,0,0,5
66594,11969,1485,7,21,0,0,0,0,0,2215
66682,7719,63,76,6,78,5,27,0,0,548
66687,4867,0,9,3,14,0,0,0,0,28
68001,6403,0,11,0,20,0,14,0,0,25
68013,625,0,0,0,0,0,0,0,0,733
68020,647,0,0,0,636,0,0,0,0,1436
68051,3498,0,0,0,0,0,0,0,0,1635
68077,4432,0,1,0,6,0,4,0,0,7
68079,452,2,0,0,0,0,0,0,0,4012
68081,11236,5,4,0,1130,25,6,0,0,16
68092,892,0,5,0,310,0,0,0,0,1075
68101,240,0,0,0,3375,0,0,0,0,3913
68121,1242,0,0,4,0,0,0,0,0,6
68132,625,0,0,0,0,0,0,0,0,168
68147,778,0,0,0,0,0,0,0,0,1187
68152,719,0,0,0,0,0,0,0,0,2679
68160,882,0,0,0,0,0,0,0,0,561
68162,2994,0,0,0,2,0,0,0,0,64
68167,3901,0,1,1,9,0,2,0,0,23
68169,354,0,0,0,2,0,14,0,0,1761
68176,1599,0,0,0,27,0,0,0,0,9
68179,3676,0,0,0,0,0,0,0,0,1
68190,4485,6,39,1,3796,29,12,0,0,5
68207,512,0,0,0,0,5,0,0,0,1991
68209,2241,0,0,0,0,0,0,0,0,0
68211,17,0,0,0,24,0,0,0,0,705
68217,3481,0,2,0,6,0,0,0,0,326
68229,4803,0,0,0,0,0,0,0,0,2261
68235,3489,0,6,0,10826,0,3,0,0,0
68245,141,0,0,0,0,0,0,0,0,773
68250,375,0,0,0,1321,0,0,0,0,1301
68255,3570,0,3,0,196,9,8,0,0,1416
68264,1765,0,0,0,0,0,0,0,0,49
68266,2002,0,0,0,0,0,0,0,0,468
68271,1708,0,0,0,1628,0,0,0,0,0
68276,6610,0,2,0,0,47,3,0,0,0
68296,327,0,0,0,0,0,0,0,0,1584
68298,2097,1,0,0,257,11,0,0,0,392
68307,10825,0,6,0,208,23,13,0,0,180
68318,2206,0,0,0,0,0,0,0,0,1995
68320,2271,0,0,0,0,0,0,0,0,9
68322,1494,0,0,0,0,0,0,0,0,0
68324,2661,4,0,0,10,0,0,0,0,58
68327,1643,0,0,0,0,0,0,0,0,0
68344,1499,0,0,0,11,0,0,0,0,0
68368,1080,0,0,0,0,0,0,0,0,1260
68370,443,0,0,0,0,0,0,0,0,624
68377,1626,0,1,0,1463,0,11,0,0,490
68385,3252,0,0,0,2020,0,1,0,0,0
68397,522,0,0,0,1166,0,0,0,0,1345
68406,16648,0,0,0,365,4,2,0,0,38
68418,9077,0,1,0,3,2,0,0,0,1184
68425,145,0,0,0,0,0,0,0,0,1669
68432,1621,0,0,0,0,0,0,0,0,1032
68444,2596,0,0,0,0,0,9,0,0,476
68464,1779,0,0,0,0,0,0,0,0,4250
68468,71,2,0,0,0,0,0,0,0,3188
68498,3738,0,0,0,0,0,0,0,0,28
68500,5549,0,0,7,56,0,1,0,0,0
68502,164,0,0,0,0,0,0,0,0,2600
68522,727,0,0,0,0,0,0,0,0,95
68524,1702,0,0,0,0,0,0,0,0,0
68533,2927,0,0,0,0,0,0,0,0,3
68547,19222,0,12,1,12,0,2,0,0,142
68549,3086,0,0,0,2,0,0,0,0,0
68572,7273,0,2,0,0,0,0,0,0,18
68573,1365,0,6,0,754,10,2,0,0,0
68575,1653,17,9,15,2414,0,4,0,0,17
68615,13455,1,4,1,307,30,3,0,0,22
68655,5145,9,129,0,555,24,5,0,0,0
68669,281,0,0,0,0,0,0,0,0,4427
68673,2047,0,0,0,0,0,0,0,0,0
68679,6310,0,0,0,0,0,0,0,0,10
68682,769,0,0,0,0,0,0,0,0,626
68684,291,0,0,0,0,0,0,0,0,2716
68686,1261,0,0,0,0,0,0,0,0,528
68689,12512,0,2,0,2071,4,1,0,0,35
68705,1147,0,0,0,0,0,0,0,0,888
68720,89,0,0,0,1188,0,0,0,0,474
68745,3638,0,0,0,1627,4,0,0,0,246
68755,5194,0,0,0,0,0,0,0,0,2
68770,4928,9,0,0,25,0,0,0,0,7
68773,581,0,0,0,1471,0,0,0,0,2362
68780,1143,0,0,0,0,0,0,0,0,1331
68820,4186,0,21,0,0,0,0,0,0,843
68855,3324,0,0,0,3,0,0,0,0,0
68861,4229,0,5,0,1850,0,0,0,0,410
68867,918,0,0,0,0,0,0,0,0,136
68872,195,0,0,0,0,0,0,0,0,2096
68895,719,0,4,0,0,3,0,0,0,1888
70001,4038,105,37,9,70,0,0,0,0,2045
70110,747,0,30,7,5,0,0,0,0,72
70124,2545,0,0,0,36,0,21,0,0,606
70204,394,95,0,0,1246,23,1,0,0,12
70215,2696,116,6,7,4,4,15,0,0,10
70221,1999,52,26,27,298,36,30,0,0,200
70230,53,0,9,4,143,0,0,0,0,760
70233,533,18,4,0,4,0,0,0,0,222
70235,3552,12,7,0,4,0,0,0,0,265
70265,2506,21,0,0,4461,10,0,0,0,0
70400,2687,28,0,0,0,0,0,0,0,1789
70418,3806,104,0,0,0,0,0,0,0,225
70429,6719,109,3,12,9524,1,12,0,0,83
70473,2132,15,0,274,5,3,34,0,0,283
70508,675,227,5,0,145,29,0,0,0,828
70523,1842,26,1,11,7,0,0,0,0,698
70670,3460,66,2,0,0,0,0,0,0,236
70678,3094,458,5,289,1094,203,5,0,0,943
70702,1200,224,0,0,216,0,0,0,0,122
70708,6042,11,0,34,140,25,1,0,0,1254
70713,2270,847,11,18,1565,121,10,0,0,355
70717,2293,0,0,17,278,0,0,0,0,0
70742,1976,292,10,37,240,0,0,0,0,69
70771,2918,438,15,0,5455,17,58,0,0,2533
70820,1732,5,0,0,59,0,4,0,0,338
70823,2293,21,32,0,684,0,3,0,0,19
73001,21069,240,209,23,1337,270,28,0,0,833
73024,105,0,0,0,0,0,0,0,0,1613
73026,2041,0,0,5,7,0,0,0,0,823
73030,1107,0,0,8,0,0,0,0,0,22
73043,4896,0,0,0,1065,0,0,0,0,46
73055,2355,3,0,0,36,0,0,0,0,0
73067,1126,0,16,2,333,4,0,0,0,10001
73124,6533,0,0,8,248,1,0,0,0,4
73148,2035,0,0,0,0,0,25,0,0,14
73152,1247,0,5,0,2447,0,1,0,0,5
73168,7855,5,26,3,2407,2,7,0,0,4726
73200,3304,0,2,0,0,3,0,0,0,311
73217,1358,0,51,1705,10,3,10,0,0,9770
73226,414,0,2,0,291,11,0,0,0,3417
73236,409,1,2,1,207,0,0,0,0,3185
73268,11165,0,2,0,0,0,0,0,0,1
73270,2977,3,0,0,1557,0,0,0,0,0
73275,2354,0,1,0,0,0,0,0,0,0
73283,8064,0,0,0,4128,0,2,0,0,0
73319,11577,0,3,13,3,3,0,0,0,221
73347,3230,0,2,1,54,0,1,0,0,0
73349,496,0,23,0,2,0,0,0,0,0
73352,4286,6,0,17,612,5,506,0,0,624
73408,1783,18,1,5,48,0,5,0,0,16
73411,5560,19,10,2,3987,0,0,0,0,11
73443,5962,1,3,0,377,22,1,0,0,0
73449,4818,0,14,13,2,4,23,0,0,138
73461,695,0,0,0,993,0,11,0,0,0
73483,1664,0,9,6,11,2,14,0,0,3817
73504,3786,3,11,6,1584,0,1,0,0,14058
73520,3898,0,0,0,1958,0,0,0,0,0
73547,1901,0,0,31,0,7,4,0,0,342
73555,4583,5,9,0,5985,1,29,0,0,1690
73563,2238,22,61,2,20,27,0,0,0,1579
73585,6220,5,5,18,235,6,14,0,0,1226
73616,5272,3,0,25,2246,9,13,0,0,5021
73622,607,0,0,0,2345,8,3,0,0,0
73624,4739,29,2,5,580,0,14,0,0,4059
73671,4056,0,0,0,0,0,0,0,0,70
73675,3223,0,3,0,1237,5,2,0,0,1905
73678,5228,0,11,5,1,2,4,0,0,622
73686,402,0,16,0,2323,0,0,0,0,2
73770,631,2,2,2,0,0,0,0,0,957
73854,1705,0,0,52,3,4,0,0,0,691
73861,2833,18,0,1,76,0,0,0,0,210
73870,2680,7,0,0,2807,0,0,0,0,10
73873,1089,3,0,2,605,0,0,0,0,1202
76001,8232,29,98,15,86,13,53,0,0,52
76020,2449,12,3,0,3,0,0,0,0,32
76036,2227,16,30,0,19,0,9,0,0,7
76041,3529,17,4,1,1,0,0,0,0,36
76054,1800,103,0,0,11,0,0,0,0,158
76100,3278,117,0,18,437,0,3,0,0,349
76109,3851,19,181,4,14441,80,95,13,0,78
76111,3864,15,0,26,387,11,3,0,0,212
76113,4600,602,0,2,10,21,0,0,0,275
76122,3555,0,0,3,0,0,0,0,0,12
76126,4548,12,0,1,431,3,0,0,0,12
76130,6083,42,0,18,0,2,4,0,0,22
76147,2356,0,0,5,0,0,0,0,0,13
76233,13834,61,32,4,1772,10,178,0,0,2387
76243,3596,179,0,0,4,0,0,0,0,116
76246,145,0,0,3,3,0,3,0,0,2830
76248,3997,3,161,0,141,0,34,0,0,13
76250,558,173,5,14,46,3,0,0,0,1552
76275,3559,79,43,24,802,1,18,0,0,962
76306,2642,0,0,0,1407,0,3,0,0,1
76318,2724,0,5,0,586,0,0,0,0,0
76364,8599,99,11,179,1969,30,20,0,0,1607
76377,6582,12,2,0,28,31,3,0,0,486
76400,1872,14,4,0,0,7,0,0,0,503
76403,986,1,9,0,0,0,1,0,0,8
76497,1774,0,0,4,0,0,3,0,0,76
76520,9528,0,4,5,92,0,13,0,0,42
76563,2462,8,28,6,128,0,1,0,0,22
76606,3553,6,4,0,4,0,0,0,0,139
76616,2829,0,0,0,27,0,1,0,0,1105
76622,2420,10,6,0,13,0,0,0,0,1162
76670,2271,9,0,4,179,0,0,0,0,139
76736,6073,0,3,6,434,0,0,0,0,288
76823,1392,6,0,0,0,0,0,0,0,304
76828,2282,74,4,10,289,69,18,0,0,2461
76834,6841,37,18,5,1491,14,55,0,0,1103
76845,1803,0,0,0,0,0,0,0,0,2
76863,341,0,0,0,52,0,0,0,0,1523
76869,1178,1,0,0,3,0,0,0,0,1536
76890,3908,4,10,0,34,0,0,0,0,136
76892,5924,27,3,8,298,6,46,0,0,196
76895,1698,14,6,13,0,3,4,0,0,11
81001,4438,179,14,35,898,2048,2,0,0,303
81065,2795,72,21,31,13939,546,93,0,0,22
81220,358,0,0,0,1,115,36,0,0,462
81300,2119,5,4,1,3915,13,16,0,0,6
81591,749,0,1,0,95,130,37,0,0,130
81736,3475,5,4,5,5073,19,2,0,0,6
81794,4130,131,29,68,5393,437,16,0,0,402
85001,14516,8,28,0,238,281,8,0,0,7
85010,6358,5,7,0,72,94,1,0,0,0
85015,299,0,0,0,434,0,0,0,0,11
85125,2603,85,3,32,408,301,16,15,0,1701
85136,591,0,0,0,31,0,0,0,0,0
85139,2664,0,12,0,0,5,0,0,0,48
85162,2696,0,14,0,88,7,0,0,0,0
85225,5391,0,6,0,231,186,2,0,0,304
85230,596,0,35,3,22,300,42,0,0,156
85250,5961,16,229,15,130,95,215,0,0,1962
85263,3542,0,99,0,63,26,0,0,0,337
85279,404,0,0,1,432,0,4,0,0,0
85300,952,0,0,0,6,0,0,0,0,0
85315,258,0,0,0,308,0,0,0,0,0
85325,4118,4,3,0,47,18,6,0,0,240
85400,1479,0,0,0,178,7,5,0,0,2700
85410,5532,0,5,0,152,181,21,0,0,0
85430,3949,3,152,21,4,30,8,0,0,112
85440,5103,0,6,0,194,150,11,0,0,6
86001,5924,0,232,0,3139,40,0,0,0,0
86219,503,0,6,0,224,0,0,0,0,0
86320,158,3,0,0,11895,2,0,0,0,0
86568,1803,1,38,3,16392,10,37,4,0,3
86569,568,0,5,3,4649,4,0,0,0,3
86571,309,24,38,6,8687,58,9,4,0,15
86573,378,7,47,9,7085,47,12,16,0,10
86749,3321,0,3,1,273,0,0,0,0,0
86755,840,0,0,0,1032,0,2,0,0,1
86757,180,1,9,0,6813,0,1,0,0,0
86760,2644,0,0,0,206,0,0,0,0,3
86865,548,0,8,0,9422,1,0,0,0,0
86885,1300,13,16,0,5400,6,6,0,0,10
88001,944,0,10,0,39,0,41,0,0,0
88564,65,0,0,2,46,1,28,0,0,1
91001,272,11,13,0,1246,0,4,0,0,5
91263,5,28,1,0,595,1,0,0,0,0
91405,14,81,0,0,1020,0,0,0,0,0
91407,15,82,12,25,2060,5,5,37,0,5
91430,3,27,0,0,81,1,0,0,0,0
91460,17,110,0,0,451,4,0,0,0,0
91530,1,0,0,0,386,0,0,0,0,0
91536,0,0,0,0,379,0,0,0,0,0
91540,405,3,41,0,1266,35,0,0,0,0
91669,1,0,0,0,955,2,0,0,0,0
91798,1,7,0,0,2454,0,0,0,0,10
94001,298,247,7,33,1129,125,17,0,0,1251
94343,68,440,10,435,2424,52,8,36,0,43
94663,10,19,0,34,655,4,0,6,0,0
94883,9,0,0,0,713,8,61,2,0,114
94884,0,0,0,0,192,0,11,7,0,117
94885,0,0,0,0,87,0,0,0,0,4
94886,8,0,0,0,33,19,0,0,0,176
94887,0,0,0,0,76,0,20,0,0,205
94888,8,0,0,5,104,0,0,0,0,55
95001,1121,33,16,8,7145,314,33,40,0,19
95015,34,1,1,4,3717,14,0,1,0,2
95025,437,11,1,11,5185,27,8,4,0,25
95200,8,1,5,12,1962,12,3,5,0,6
97001,132,393,4,48,11105,95,41,53,0,99
97161,5,0,1,0,1203,0,0,5,0,9
