COD,"Bloque, ladrillo, piedra, madera pulida","Cana, esterilla, otros vegetales",Concreto vaciado,Guadua,"Madera burda, tabla, tablon","Madera burda, tabla, tablon, otro vegetal",Material prefabricado,No tiene paredes,Sin informacion,"Tapia pisada, bahareque, adobe"
70429,2778,77,16,3,416,8,15,0,415,103
70473,2397,106,22,116,17,6,6,0,284,115
70508,3683,50,29,3,120,14,7,0,549,639
70523,539,97,227,7,9,7,1,0,79,219
70670,5066,597,152,18,110,49,4,0,549,545
70678,3605,161,58,275,96,57,3,0,703,322
70702,1883,118,11,35,24,3,3,0,118,164
70708,8216,141,525,29,87,93,11,0,1038,905
70713,6644,456,97,78,557,111,36,0,1628,940
70717,3236,214,15,122,141,20,4,0,316,74
70742,3991,1091,126,199,570,4,1,0,495,476
70771,1985,72,23,2,436,26,47,0,283,423
70820,4367,115,1179,6,392,15,25,0,1034,446
70823,1906,172,252,5,625,9,12,0,477,33
73001,88818,166,3717,129,542,116,313,0,8268,313
73024,390,2,6,2,1,0,1,0,246,293
73026,785,1,12,2,0,1,3,0,142,15
73030,1028,3,61,11,5,28,9,0,337,172
73043,356,0,9,0,84,0,1,0,94,23
73055,2287,25,226,39,25,4,30,0,599,111
73067,1371,0,40,4,29,14,6,0,429,283
73124,2032,7,14,2,9,2,10,0,126,42
73148,1585,4,55,1,16,3,21,0,1139,36
73152,334,2,88,0,103,1,5,0,97,6
73168,6020,6,345,14,36,86,52,0,1112,582
73200,776,4,7,10,13,1,2,0,246,106
73217,1151,1,40,40,8,8,7,0,519,251
73226,773,0,14,0,15,2,10,0,256,178
73236,534,0,13,1,0,0,4,0,70,127
73268,13537,3,198,31,13,20,37,0,1775,76
73270,386,8,11,0,20,0,0,0,68,2
73275,6046,38,34,7,19,7,23,0,6346,200
73283,2774,8,109,1,157,6,7,0,149,6
73319,4380,6,62,25,16,44,10,0,814,212
73347,711,37,15,0,93,0,1,0,234,4
73349,6049,4,70,3,49,87,12,0,1346,7
73352,818,1,13,3,9,3,8,0,121,95
73408,3567,87,142,14,55,23,351,0,752,88
73411,5875,19,125,4,279,16,15,0,900,45
73443,6121,4,1051,2,71,22,10,0,1230,4
73449,4842,8,565,6,29,20,61,0,1966,21
73461,277,0,34,0,80,1,45,0,122,1
73483,1360,4,14,11,9,16,2,0,363,590
73504,1472,4,37,5,10,5,74,0,413,254
73520,552,6,156,0,93,4,56,0,112,0
73547,822,1,33,4,1,2,16,0,197,129
73555,1726,6,57,0,320,20,13,0,398,103
73563,990,2,11,3,18,6,1,0,253,54
73585,3767,8,39,18,19,28,8,0,730,268
73616,1291,1,13,2,96,2,6,0,290,84
73622,263,0,2,1,134,0,3,0,69,11
73624,2349,9,40,2,28,9,61,0,480,476
73671,2094,1,7,12,2,3,8,0,305,52
73675,1131,0,19,2,17,2,23,0,275,213
73678,1689,0,2,12,1,2,5,0,303,58
73686,417,1,11,0,189,0,0,0,115,1
73770,77,0,0,0,1,0,1,0,8,16
73854,392,0,5,5,2,0,0,0,130,183
73861,2257,2,15,6,27,12,6,0,253,68
73870,571,3,118,0,227,0,33,0,149,19
73873,539,1,5,0,22,1,7,0,152,85
76001,287856,548,10719,144,1063,122,1910,1,21558,676
76020,1978,248,13,16,18,3,19,0,173,147
76036,4290,28,181,13,9,1,5,0,358,117
76041,2025,12,19,9,5,1,5,0,240,167
76054,550,3,7,2,3,0,1,0,60,152
76100,2315,5,14,3,29,0,5,0,504,311
76109,32618,35,5093,5,11167,41,1014,3,9809,87
76111,25074,14,1110,11,123,5,83,0,1929,373
76113,4129,82,27,10,47,2,5,0,435,183
76122,5241,28,50,4,9,3,5,0,281,84
76126,2231,12,83,0,109,1,80,0,511,82
76130,17070,45,235,77,31,4,42,0,994,35
76147,26296,77,988,26,96,13,53,0,2527,175
76233,4377,12,71,11,438,3,146,0,1728,463
76243,580,33,6,2,9,0,8,0,162,223
76246,275,7,12,3,9,0,11,0,95,484
76248,10135,5,972,8,31,2,268,0,931,42
76250,1444,2,7,0,4,2,0,0,135,175
76275,9918,32,114,23,48,7,15,0,982,102
76306,3547,5,14,2,54,2,9,0,280,48
76318,5638,19,86,2,18,19,11,0,288,14
76364,21447,153,775,105,177,8,609,0,4602,226
76377,1194,17,25,4,77,1,90,0,811,217
76400,5753,68,709,11,10,0,5,0,536,269
76403,2418,20,485,4,3,0,9,0,421,114
76497,2240,80,101,10,10,2,18,0,236,133
76520,68401,117,1712,42,170,5,218,0,6204,327
76563,8663,42,105,10,25,2,66,0,727,75
76606,1792,16,23,0,15,2,27,0,201,159
76616,2105,14,17,19,27,0,7,0,240,260
76622,6538,27,136,4,5,0,14,0,1015,134
76670,2784,9,70,3,18,2,9,0,190,20
76736,6065,168,197,14,65,7,54,0,576,404
76823,2181,26,24,2,7,2,4,0,365,646
76828,1728,20,101,8,40,6,124,0,228,562
76834,37627,108,948,73,214,22,162,0,2290,162
76845,647,46,12,5,2,1,24,0,112,83
76863,789,11,20,2,40,2,20,0,276,382
76869,1931,13,6,7,9,2,14,0,317,93
76890,2744,9,26,4,39,1,4,0,258,72
76892,17968,217,232,34,554,29,262,0,1785,193
76895,8722,52,151,19,42,15,15,0,815,125
81001,12507,10,407,11,71,2305,157,0,2802,16
81065,3528,41,94,9,1783,342,323,0,1071,19
81220,416,0,8,1,2,27,21,0,156,226
81300,1807,9,8,1,786,153,76,0,696,4
81591,658,0,9,0,4,7,100,0,165,27
81736,8485,19,29,4,2132,797,231,0,1816,11
81794,4955,3,90,2,674,289,131,0,1431,97
85001,29896,4,798,10,80,1500,191,0,4527,12
85010,4802,1,182,1,12,91,17,0,693,1
85015,359,0,6,0,3,0,1,0,110,0
85125,1261,0,10,3,18,67,2,0,464,77
85136,118,0,25,0,0,0,1,0,23,0
85139,2485,2,23,5,2,67,15,0,547,4
85162,3052,2,60,5,24,44,21,0,679,2
85225,439,0,128,1,3,7,1,0,114,47
85230,1349,0,31,0,8,64,1,0,430,5
85250,5771,7,122,6,20,186,15,0,1166,73
85263,1293,5,188,1,8,41,94,0,242,36
85279,84,2,2,0,5,0,26,0,19,1
85300,595,0,7,0,3,2,7,0,151,5
85315,255,0,4,0,28,0,2,0,76,3
85325,732,0,11,0,2,5,18,0,97,29
85400,306,1,7,1,6,1,1,0,140,79
85410,3173,1,187,3,19,130,44,0,392,5
85430,1399,0,53,2,13,10,8,0,257,34
85440,5764,3,129,1,124,94,32,0,842,6
86001,7820,0,400,3,765,18,35,0,777,16
86219,916,0,53,0,44,1,1,0,188,63
86320,3051,4,68,5,2120,25,14,0,1730,5
86568,8083,3,133,0,1530,9,28,0,2002,12
86569,1210,0,42,1,267,0,3,0,187,7
86571,816,5,84,3,834,18,11,2,309,3
86573,1554,6,81,1,975,51,26,0,320,2
86749,2344,0,20,1,128,0,30,0,175,6
86755,936,0,48,0,19,1,5,0,235,1
86757,1033,1,117,1,483,1,8,0,311,3
86760,727,1,2,0,44,0,4,0,181,11
86865,2520,3,488,3,1041,5,12,0,881,8
86885,2959,0,102,2,543,3,16,0,532,2
88001,8258,1,327,0,788,3,402,0,499,6
88564,578,7,27,0,427,3,176,0,207,2
91001,4027,22,390,5,2714,52,90,2,436,8
91263,56,0,0,3,23,0,7,0,0,0
91405,36,4,2,1,81,0,3,0,36,1
91407,36,1,5,1,93,1,2,0,76,1
91460,1,0,0,0,3,0,0,0,0,0
91530,5,0,0,0,57,0,0,0,4,0
91536,2,0,0,0,51,1,1,0,3,0
91540,70,0,9,1,746,0,4,0,16,0
91669,2,0,0,0,25,0,0,0,12,0
91798,5,0,0,0,67,1,0,0,31,0
94001,2407,26,92,8,966,210,14,1,628,233
94343,26,0,0,1,63,1,1,0,19,0
94883,7,0,0,0,20,1,1,0,2,0
94884,0,0,0,0,4,0,0,0,0,0
94885,2,0,0,0,7,0,1,0,0,4
94886,0,0,0,0,10,5,0,0,25,52
94887,0,0,1,0,9,0,0,0,2,7
94888,1,0,0,0,19,0,0,0,4,1
95001,7695,0,404,4,1077,235,153,6,1891,3
95015,225,0,48,0,768,14,9,0,273,0
95025,706,0,6,0,523,3,16,0,309,2
95200,85,0,15,0,463,3,4,0,211,0
97001,724,17,104,2,951,32,8,0,163,12
97161,31,0,4,0,128,0,2,0,9,0
97511,5,21,0,0,7,3,0,0,1,0
97666,13,2,3,0,88,2,0,0,1,0
97777,0,0,0,0,18,0,0,0,2,0
97889,2,0,0,0,5,0,0,0,0,0
99001,2917,2,186,2,70,281,8,2,776,12
99524,1221,0,14,1,48,78,10,0,451,46
99624,530,0,3,0,19,14,1,0,116,25
99773,383,4,9,2,341,10,10,0,336,27
