Municipio,Material Pared,Material Piso,Tipo Vivienda,No. edificaciones,TPER,THOG,Departamento,COD,No. total edificaciones
819,"Bloque, ladrillo, piedra, madera pulida","Baldosa, vinilo, tableta, ladrillo, laminado",Casa,68,252,95,5,5819,615
819,"Bloque, ladrillo, piedra, madera pulida","Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,120,581,239,5,5819,615
819,"Bloque, ladrillo, piedra, madera pulida","Cemento, gravilla",Casa,94,361,116,5,5819,615
819,"Bloque, ladrillo, piedra, madera pulida","Cemento, gravilla",Apartamento,42,239,76,5,5819,615
819,"Bloque, ladrillo, piedra, madera pulida","Madera burda, tabla, tablon, otro vegetal",Casa,2,4,2,5,5819,615
819,"Bloque, ladrillo, piedra, madera pulida","Tierra, arena, barro",Casa,1,9,1,5,5819,615
819,Concreto vaciado,"Baldosa, vinilo, tableta, ladrillo, laminado",Casa,1,3,1,5,5819,615
819,Concreto vaciado,"Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,3,8,3,5,5819,615
819,Concreto vaciado,"Cemento, gravilla",Casa,1,4,1,5,5819,615
819,Material prefabricado,"Cemento, gravilla",Casa,2,5,2,5,5819,615
819,Material prefabricado,"Cemento, gravilla",Apartamento,1,4,2,5,5819,615
819,"Tapia pisada, bahareque, adobe","Baldosa, vinilo, tableta, ladrillo, laminado",Casa,15,50,19,5,5819,615
819,"Tapia pisada, bahareque, adobe","Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,2,10,3,5,5819,615
819,"Tapia pisada, bahareque, adobe","Cemento, gravilla",Casa,71,265,86,5,5819,615
819,"Tapia pisada, bahareque, adobe","Cemento, gravilla",Apartamento,20,111,34,5,5819,615
819,"Tapia pisada, bahareque, adobe","Tierra, arena, barro",Casa,3,11,3,5,5819,615
819,"Madera burda, tabla, tablon","Cemento, gravilla",Casa,1,5,1,5,5819,615
819,"Madera burda, tabla, tablon","Madera burda, tabla, tablon, otro vegetal",Casa,4,19,4,5,5819,615
819,"Madera burda, tabla, tablon, otro vegetal","Cemento, gravilla",Casa,1,5,1,5,5819,615
819,"Madera burda, tabla, tablon, otro vegetal","Tierra, arena, barro",Casa,1,1,1,5,5819,615
837,Sin informacion,Sin informacion,Casa,3191,0,0,5,5837,24394
837,Sin informacion,Sin informacion,Apartamento,924,0,0,5,5837,24394
837,"Bloque, ladrillo, piedra, madera pulida","Marmol, parque, madera pulida y lacada",Casa,118,517,148,5,5837,24394
837,"Bloque, ladrillo, piedra, madera pulida","Marmol, parque, madera pulida y lacada",Apartamento,36,141,49,5,5837,24394
837,"Bloque, ladrillo, piedra, madera pulida","Baldosa, vinilo, tableta, ladrillo, laminado",Casa,3358,15221,4337,5,5837,24394
837,"Bloque, ladrillo, piedra, madera pulida","Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,877,3697,1237,5,5837,24394
837,"Bloque, ladrillo, piedra, madera pulida",Alfombra,Casa,1,3,1,5,5837,24394
837,"Bloque, ladrillo, piedra, madera pulida",Alfombra,Apartamento,1,1,1,5,5837,24394
837,"Bloque, ladrillo, piedra, madera pulida","Cemento, gravilla",Casa,7056,32358,8863,5,5837,24394
837,"Bloque, ladrillo, piedra, madera pulida","Cemento, gravilla",Apartamento,1759,7611,2448,5,5837,24394
837,"Bloque, ladrillo, piedra, madera pulida","Madera burda, tabla, tablon, otro vegetal",Casa,88,380,97,5,5837,24394
837,"Bloque, ladrillo, piedra, madera pulida","Madera burda, tabla, tablon, otro vegetal",Apartamento,23,64,24,5,5837,24394
837,"Bloque, ladrillo, piedra, madera pulida","Tierra, arena, barro",Casa,415,1734,470,5,5837,24394
837,"Bloque, ladrillo, piedra, madera pulida","Tierra, arena, barro",Apartamento,63,284,80,5,5837,24394
837,Concreto vaciado,"Marmol, parque, madera pulida y lacada",Casa,1,12,3,5,5837,24394
837,Concreto vaciado,"Marmol, parque, madera pulida y lacada",Apartamento,1,3,1,5,5837,24394
837,Concreto vaciado,"Baldosa, vinilo, tableta, ladrillo, laminado",Casa,281,1150,339,5,5837,24394
837,Concreto vaciado,"Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,88,383,141,5,5837,24394
837,Concreto vaciado,Alfombra,Casa,1,2,1,5,5837,24394
837,Concreto vaciado,"Cemento, gravilla",Casa,489,2129,595,5,5837,24394
837,Concreto vaciado,"Cemento, gravilla",Apartamento,96,435,154,5,5837,24394
837,Concreto vaciado,"Madera burda, tabla, tablon, otro vegetal",Casa,5,10,5,5,5837,24394
837,Concreto vaciado,"Tierra, arena, barro",Casa,23,118,32,5,5837,24394
837,Concreto vaciado,"Tierra, arena, barro",Apartamento,3,15,4,5,5837,24394
837,Material prefabricado,"Marmol, parque, madera pulida y lacada",Casa,2,7,2,5,5837,24394
837,Material prefabricado,"Baldosa, vinilo, tableta, ladrillo, laminado",Casa,15,42,16,5,5837,24394
837,Material prefabricado,"Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,2,6,2,5,5837,24394
837,Material prefabricado,"Cemento, gravilla",Casa,36,109,42,5,5837,24394
837,Material prefabricado,"Cemento, gravilla",Apartamento,5,13,6,5,5837,24394
837,Material prefabricado,"Madera burda, tabla, tablon, otro vegetal",Casa,3,20,5,5,5837,24394
837,Material prefabricado,"Madera burda, tabla, tablon, otro vegetal",Apartamento,3,10,3,5,5837,24394
837,Material prefabricado,"Tierra, arena, barro",Casa,2,10,2,5,5837,24394
837,Material prefabricado,"Tierra, arena, barro",Apartamento,1,4,1,5,5837,24394
837,Guadua,"Cemento, gravilla",Casa,1,1,1,5,5837,24394
837,"Tapia pisada, bahareque, adobe","Baldosa, vinilo, tableta, ladrillo, laminado",Casa,9,32,9,5,5837,24394
837,"Tapia pisada, bahareque, adobe","Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,5,22,7,5,5837,24394
837,"Tapia pisada, bahareque, adobe","Cemento, gravilla",Casa,7,25,8,5,5837,24394
837,"Tapia pisada, bahareque, adobe","Cemento, gravilla",Apartamento,2,9,6,5,5837,24394
837,"Tapia pisada, bahareque, adobe","Madera burda, tabla, tablon, otro vegetal",Casa,8,52,9,5,5837,24394
837,"Tapia pisada, bahareque, adobe","Madera burda, tabla, tablon, otro vegetal",Apartamento,1,4,1,5,5837,24394
837,"Tapia pisada, bahareque, adobe","Tierra, arena, barro",Casa,4,13,4,5,5837,24394
837,"Tapia pisada, bahareque, adobe","Tierra, arena, barro",Apartamento,1,1,1,5,5837,24394
837,"Madera burda, tabla, tablon","Marmol, parque, madera pulida y lacada",Casa,7,23,7,5,5837,24394
837,"Madera burda, tabla, tablon","Marmol, parque, madera pulida y lacada",Apartamento,1,3,1,5,5837,24394
837,"Madera burda, tabla, tablon","Baldosa, vinilo, tableta, ladrillo, laminado",Casa,98,516,139,5,5837,24394
837,"Madera burda, tabla, tablon","Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,6,31,8,5,5837,24394
837,"Madera burda, tabla, tablon",Alfombra,Casa,1,4,2,5,5837,24394
837,"Madera burda, tabla, tablon","Cemento, gravilla",Casa,2069,9281,2528,5,5837,24394
837,"Madera burda, tabla, tablon","Cemento, gravilla",Apartamento,375,1804,515,5,5837,24394
837,"Madera burda, tabla, tablon","Madera burda, tabla, tablon, otro vegetal",Casa,702,3312,873,5,5837,24394
837,"Madera burda, tabla, tablon","Madera burda, tabla, tablon, otro vegetal",Apartamento,126,505,157,5,5837,24394
837,"Madera burda, tabla, tablon","Tierra, arena, barro",Casa,1677,8124,2169,5,5837,24394
837,"Madera burda, tabla, tablon","Tierra, arena, barro",Apartamento,279,1147,334,5,5837,24394
837,"Cana, esterilla, otros vegetales","Cemento, gravilla",Apartamento,3,9,3,5,5837,24394
837,"Cana, esterilla, otros vegetales","Tierra, arena, barro",Casa,10,27,10,5,5837,24394
837,"Cana, esterilla, otros vegetales","Tierra, arena, barro",Apartamento,8,36,10,5,5837,24394
837,"Madera burda, tabla, tablon, otro vegetal","Cemento, gravilla",Casa,5,18,5,5,5837,24394
837,"Madera burda, tabla, tablon, otro vegetal","Tierra, arena, barro",Casa,16,72,20,5,5837,24394
837,"Madera burda, tabla, tablon, otro vegetal","Tierra, arena, barro",Apartamento,6,18,7,5,5837,24394
842,Sin informacion,Sin informacion,Casa,61,0,0,5,5842,511
842,Sin informacion,Sin informacion,Apartamento,9,0,0,5,5842,511
842,"Bloque, ladrillo, piedra, madera pulida","Marmol, parque, madera pulida y lacada",Casa,5,16,7,5,5842,511
842,"Bloque, ladrillo, piedra, madera pulida","Baldosa, vinilo, tableta, ladrillo, laminado",Casa,94,415,159,5,5842,511
842,"Bloque, ladrillo, piedra, madera pulida","Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,15,29,17,5,5842,511
842,"Bloque, ladrillo, piedra, madera pulida","Cemento, gravilla",Casa,226,1312,441,5,5842,511
842,"Bloque, ladrillo, piedra, madera pulida","Cemento, gravilla",Apartamento,9,37,12,5,5842,511
842,"Bloque, ladrillo, piedra, madera pulida","Tierra, arena, barro",Casa,1,4,2,5,5842,511
842,Concreto vaciado,"Baldosa, vinilo, tableta, ladrillo, laminado",Casa,2,2,2,5,5842,511
842,Concreto vaciado,"Cemento, gravilla",Casa,2,4,3,5,5842,511
842,Material prefabricado,"Cemento, gravilla",Apartamento,1,3,1,5,5842,511
842,"Tapia pisada, bahareque, adobe","Baldosa, vinilo, tableta, ladrillo, laminado",Casa,11,39,13,5,5842,511
842,"Tapia pisada, bahareque, adobe","Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,3,17,5,5,5842,511
842,"Tapia pisada, bahareque, adobe","Cemento, gravilla",Casa,57,303,105,5,5842,511
842,"Tapia pisada, bahareque, adobe","Cemento, gravilla",Apartamento,8,37,13,5,5842,511
842,"Tapia pisada, bahareque, adobe","Tierra, arena, barro",Casa,1,1,1,5,5842,511
842,"Madera burda, tabla, tablon","Cemento, gravilla",Casa,2,8,2,5,5842,511
842,"Madera burda, tabla, tablon","Tierra, arena, barro",Casa,2,24,5,5,5842,511
842,"Cana, esterilla, otros vegetales","Tierra, arena, barro",Casa,2,5,2,5,5842,511
847,Sin informacion,Sin informacion,Casa,547,0,0,5,5847,4343
847,Sin informacion,Sin informacion,Apartamento,95,0,0,5,5847,4343
847,"Bloque, ladrillo, piedra, madera pulida","Marmol, parque, madera pulida y lacada",Casa,44,218,73,5,5847,4343
847,"Bloque, ladrillo, piedra, madera pulida","Marmol, parque, madera pulida y lacada",Apartamento,10,34,15,5,5847,4343
847,"Bloque, ladrillo, piedra, madera pulida","Baldosa, vinilo, tableta, ladrillo, laminado",Casa,1784,7513,2549,5,5847,4343
847,"Bloque, ladrillo, piedra, madera pulida","Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,355,1457,614,5,5847,4343
847,"Bloque, ladrillo, piedra, madera pulida","Cemento, gravilla",Casa,1125,4860,1533,5,5847,4343
847,"Bloque, ladrillo, piedra, madera pulida","Cemento, gravilla",Apartamento,138,480,192,5,5847,4343
847,"Bloque, ladrillo, piedra, madera pulida","Madera burda, tabla, tablon, otro vegetal",Casa,17,77,23,5,5847,4343
847,"Bloque, ladrillo, piedra, madera pulida","Madera burda, tabla, tablon, otro vegetal",Apartamento,1,4,1,5,5847,4343
847,"Bloque, ladrillo, piedra, madera pulida","Tierra, arena, barro",Casa,13,60,14,5,5847,4343
847,"Bloque, ladrillo, piedra, madera pulida","Tierra, arena, barro",Apartamento,2,5,2,5,5847,4343
847,Concreto vaciado,"Marmol, parque, madera pulida y lacada",Casa,1,1,1,5,5847,4343
847,Concreto vaciado,"Baldosa, vinilo, tableta, ladrillo, laminado",Casa,19,47,19,5,5847,4343
847,Concreto vaciado,"Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,7,11,8,5,5847,4343
847,Concreto vaciado,"Cemento, gravilla",Casa,5,8,5,5,5847,4343
847,Concreto vaciado,"Cemento, gravilla",Apartamento,1,1,1,5,5847,4343
847,Material prefabricado,"Baldosa, vinilo, tableta, ladrillo, laminado",Casa,5,20,6,5,5847,4343
847,Material prefabricado,"Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,1,3,2,5,5847,4343
847,Material prefabricado,"Cemento, gravilla",Casa,2,6,2,5,5847,4343
847,Guadua,"Cemento, gravilla",Casa,1,6,1,5,5847,4343
847,"Tapia pisada, bahareque, adobe","Marmol, parque, madera pulida y lacada",Casa,2,3,2,5,5847,4343
847,"Tapia pisada, bahareque, adobe","Baldosa, vinilo, tableta, ladrillo, laminado",Casa,37,124,40,5,5847,4343
847,"Tapia pisada, bahareque, adobe","Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,2,4,2,5,5847,4343
847,"Tapia pisada, bahareque, adobe","Cemento, gravilla",Casa,16,60,19,5,5847,4343
847,"Tapia pisada, bahareque, adobe","Cemento, gravilla",Apartamento,3,9,3,5,5847,4343
847,"Tapia pisada, bahareque, adobe","Madera burda, tabla, tablon, otro vegetal",Casa,7,22,9,5,5847,4343
847,"Tapia pisada, bahareque, adobe","Madera burda, tabla, tablon, otro vegetal",Apartamento,2,3,2,5,5847,4343
847,"Tapia pisada, bahareque, adobe","Tierra, arena, barro",Casa,1,2,1,5,5847,4343
847,"Madera burda, tabla, tablon","Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,1,8,1,5,5847,4343
847,"Madera burda, tabla, tablon","Cemento, gravilla",Casa,36,134,42,5,5847,4343
847,"Madera burda, tabla, tablon","Cemento, gravilla",Apartamento,7,17,8,5,5847,4343
847,"Madera burda, tabla, tablon","Madera burda, tabla, tablon, otro vegetal",Casa,21,200,53,5,5847,4343
847,"Madera burda, tabla, tablon","Madera burda, tabla, tablon, otro vegetal",Apartamento,3,10,3,5,5847,4343
847,"Madera burda, tabla, tablon","Tierra, arena, barro",Casa,21,97,29,5,5847,4343
847,"Madera burda, tabla, tablon","Tierra, arena, barro",Apartamento,5,12,6,5,5847,4343
847,"Cana, esterilla, otros vegetales","Cemento, gravilla",Casa,2,6,3,5,5847,4343
847,"Madera burda, tabla, tablon, otro vegetal","Cemento, gravilla",Casa,1,3,1,5,5847,4343
847,"Madera burda, tabla, tablon, otro vegetal","Madera burda, tabla, tablon, otro vegetal",Casa,1,1,1,5,5847,4343
847,"Madera burda, tabla, tablon, otro vegetal","Tierra, arena, barro",Casa,1,2,1,5,5847,4343
847,"Madera burda, tabla, tablon, otro vegetal","Tierra, arena, barro",Apartamento,1,3,1,5,5847,4343
854,Sin informacion,Sin informacion,Casa,193,0,0,5,5854,952
854,Sin informacion,Sin informacion,Apartamento,7,0,0,5,5854,952
854,"Bloque, ladrillo, piedra, madera pulida","Marmol, parque, madera pulida y lacada",Casa,6,10,8,5,5854,952
854,"Bloque, ladrillo, piedra, madera pulida","Baldosa, vinilo, tableta, ladrillo, laminado",Casa,268,1290,486,5,5854,952
854,"Bloque, ladrillo, piedra, madera pulida","Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,36,102,53,5,5854,952
854,"Bloque, ladrillo, piedra, madera pulida","Cemento, gravilla",Casa,361,3233,1114,5,5854,952
854,"Bloque, ladrillo, piedra, madera pulida","Cemento, gravilla",Apartamento,13,45,14,5,5854,952
854,"Bloque, ladrillo, piedra, madera pulida","Madera burda, tabla, tablon, otro vegetal",Casa,3,9,4,5,5854,952
854,"Bloque, ladrillo, piedra, madera pulida","Tierra, arena, barro",Casa,3,18,5,5,5854,952
854,"Bloque, ladrillo, piedra, madera pulida","Tierra, arena, barro",Apartamento,1,2,1,5,5854,952
854,Concreto vaciado,"Baldosa, vinilo, tableta, ladrillo, laminado",Casa,5,7,5,5,5854,952
854,Concreto vaciado,"Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,3,5,3,5,5854,952
854,Concreto vaciado,"Cemento, gravilla",Casa,3,8,3,5,5854,952
854,Concreto vaciado,"Cemento, gravilla",Apartamento,1,1,1,5,5854,952
854,Material prefabricado,"Cemento, gravilla",Casa,2,3,2,5,5854,952
854,"Tapia pisada, bahareque, adobe","Baldosa, vinilo, tableta, ladrillo, laminado",Casa,1,7,1,5,5854,952
854,"Tapia pisada, bahareque, adobe","Cemento, gravilla",Casa,2,10,2,5,5854,952
854,"Madera burda, tabla, tablon","Cemento, gravilla",Casa,18,108,31,5,5854,952
854,"Madera burda, tabla, tablon","Cemento, gravilla",Apartamento,1,1,1,5,5854,952
854,"Madera burda, tabla, tablon","Madera burda, tabla, tablon, otro vegetal",Casa,16,50,18,5,5854,952
854,"Madera burda, tabla, tablon","Tierra, arena, barro",Casa,6,22,8,5,5854,952
854,"Madera burda, tabla, tablon, otro vegetal","Cemento, gravilla",Casa,1,3,1,5,5854,952
854,"Madera burda, tabla, tablon, otro vegetal","Cemento, gravilla",Apartamento,1,1,1,5,5854,952
854,"Madera burda, tabla, tablon, otro vegetal","Tierra, arena, barro",Casa,1,6,1,5,5854,952
856,Sin informacion,Sin informacion,Casa,152,0,0,5,5856,1152
856,Sin informacion,Sin informacion,Apartamento,19,0,0,5,5856,1152
856,"Bloque, ladrillo, piedra, madera pulida","Marmol, parque, madera pulida y lacada",Casa,4,8,6,5,5856,1152
856,"Bloque, ladrillo, piedra, madera pulida","Baldosa, vinilo, tableta, ladrillo, laminado",Casa,312,1048,385,5,5856,1152
856,"Bloque, ladrillo, piedra, madera pulida","Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,37,116,54,5,5856,1152
856,"Bloque, ladrillo, piedra, madera pulida","Cemento, gravilla",Casa,229,780,265,5,5856,1152
856,"Bloque, ladrillo, piedra, madera pulida","Cemento, gravilla",Apartamento,13,42,20,5,5856,1152
856,"Bloque, ladrillo, piedra, madera pulida","Madera burda, tabla, tablon, otro vegetal",Casa,4,7,4,5,5856,1152
856,Concreto vaciado,"Baldosa, vinilo, tableta, ladrillo, laminado",Casa,100,290,122,5,5856,1152
856,Concreto vaciado,"Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,9,44,21,5,5856,1152
856,Concreto vaciado,"Cemento, gravilla",Casa,22,52,22,5,5856,1152
856,Concreto vaciado,"Cemento, gravilla",Apartamento,4,9,5,5,5856,1152
856,Material prefabricado,Alfombra,Casa,1,3,1,5,5856,1152
856,Material prefabricado,"Cemento, gravilla",Casa,1,2,1,5,5856,1152
856,"Tapia pisada, bahareque, adobe","Baldosa, vinilo, tableta, ladrillo, laminado",Casa,108,318,125,5,5856,1152
856,"Tapia pisada, bahareque, adobe","Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,15,70,30,5,5856,1152
856,"Tapia pisada, bahareque, adobe","Cemento, gravilla",Casa,102,340,111,5,5856,1152
856,"Tapia pisada, bahareque, adobe","Cemento, gravilla",Apartamento,6,23,9,5,5856,1152
856,"Tapia pisada, bahareque, adobe","Madera burda, tabla, tablon, otro vegetal",Casa,9,32,10,5,5856,1152
856,"Tapia pisada, bahareque, adobe","Tierra, arena, barro",Casa,2,5,2,5,5856,1152
856,"Tapia pisada, bahareque, adobe","Tierra, arena, barro",Apartamento,1,1,1,5,5856,1152
856,"Madera burda, tabla, tablon","Madera burda, tabla, tablon, otro vegetal",Casa,1,3,1,5,5856,1152
856,"Cana, esterilla, otros vegetales","Tierra, arena, barro",Apartamento,1,1,1,5,5856,1152
858,Sin informacion,Sin informacion,Casa,136,0,0,5,5858,1903
858,Sin informacion,Sin informacion,Apartamento,35,0,0,5,5858,1903
858,"Bloque, ladrillo, piedra, madera pulida","Marmol, parque, madera pulida y lacada",Casa,26,168,58,5,5858,1903
858,"Bloque, ladrillo, piedra, madera pulida","Marmol, parque, madera pulida y lacada",Apartamento,4,19,8,5,5858,1903
858,"Bloque, ladrillo, piedra, madera pulida","Baldosa, vinilo, tableta, ladrillo, laminado",Casa,450,2168,747,5,5858,1903
858,"Bloque, ladrillo, piedra, madera pulida","Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,199,604,254,5,5858,1903
858,"Bloque, ladrillo, piedra, madera pulida",Alfombra,Casa,1,5,1,5,5858,1903
858,"Bloque, ladrillo, piedra, madera pulida",Alfombra,Apartamento,1,1,1,5,5858,1903
858,"Bloque, ladrillo, piedra, madera pulida","Cemento, gravilla",Casa,866,4589,1403,5,5858,1903
858,"Bloque, ladrillo, piedra, madera pulida","Cemento, gravilla",Apartamento,113,377,152,5,5858,1903
858,"Bloque, ladrillo, piedra, madera pulida","Madera burda, tabla, tablon, otro vegetal",Casa,4,10,4,5,5858,1903
858,"Bloque, ladrillo, piedra, madera pulida","Tierra, arena, barro",Casa,3,9,3,5,5858,1903
858,Concreto vaciado,"Baldosa, vinilo, tableta, ladrillo, laminado",Casa,3,5,3,5,5858,1903
858,Concreto vaciado,"Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,6,13,6,5,5858,1903
858,Concreto vaciado,"Cemento, gravilla",Casa,3,6,3,5,5858,1903
858,Concreto vaciado,"Cemento, gravilla",Apartamento,1,4,1,5,5858,1903
858,Material prefabricado,"Baldosa, vinilo, tableta, ladrillo, laminado",Casa,2,7,2,5,5858,1903
858,Material prefabricado,"Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,1,1,1,5,5858,1903
858,Material prefabricado,"Cemento, gravilla",Casa,1,4,1,5,5858,1903
858,"Tapia pisada, bahareque, adobe","Baldosa, vinilo, tableta, ladrillo, laminado",Casa,1,5,1,5,5858,1903
858,"Tapia pisada, bahareque, adobe","Cemento, gravilla",Casa,13,59,16,5,5858,1903
858,"Tapia pisada, bahareque, adobe","Cemento, gravilla",Apartamento,1,4,1,5,5858,1903
858,"Tapia pisada, bahareque, adobe","Madera burda, tabla, tablon, otro vegetal",Casa,1,1,1,5,5858,1903
858,"Madera burda, tabla, tablon","Cemento, gravilla",Casa,21,125,34,5,5858,1903
858,"Madera burda, tabla, tablon","Cemento, gravilla",Apartamento,1,3,1,5,5858,1903
858,"Madera burda, tabla, tablon","Madera burda, tabla, tablon, otro vegetal",Casa,4,21,5,5,5858,1903
858,"Madera burda, tabla, tablon","Tierra, arena, barro",Casa,6,26,10,5,5858,1903
861,Sin informacion,Sin informacion,Casa,162,0,0,5,5861,1819
861,Sin informacion,Sin informacion,Apartamento,73,0,0,5,5861,1819
861,"Bloque, ladrillo, piedra, madera pulida","Marmol, parque, madera pulida y lacada",Casa,6,26,10,5,5861,1819
861,"Bloque, ladrillo, piedra, madera pulida","Marmol, parque, madera pulida y lacada",Apartamento,2,14,4,5,5861,1819
861,"Bloque, ladrillo, piedra, madera pulida","Baldosa, vinilo, tableta, ladrillo, laminado",Casa,523,2581,939,5,5861,1819
861,"Bloque, ladrillo, piedra, madera pulida","Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,268,1428,533,5,5861,1819
861,"Bloque, ladrillo, piedra, madera pulida",Alfombra,Casa,1,3,1,5,5861,1819
861,"Bloque, ladrillo, piedra, madera pulida",Alfombra,Apartamento,1,3,1,5,5861,1819
861,"Bloque, ladrillo, piedra, madera pulida","Cemento, gravilla",Casa,385,1831,603,5,5861,1819
861,"Bloque, ladrillo, piedra, madera pulida","Cemento, gravilla",Apartamento,118,800,260,5,5861,1819
861,"Bloque, ladrillo, piedra, madera pulida","Madera burda, tabla, tablon, otro vegetal",Casa,1,3,1,5,5861,1819
861,"Bloque, ladrillo, piedra, madera pulida","Madera burda, tabla, tablon, otro vegetal",Apartamento,1,4,1,5,5861,1819
861,"Bloque, ladrillo, piedra, madera pulida","Tierra, arena, barro",Casa,2,5,2,5,5861,1819
861,Concreto vaciado,"Marmol, parque, madera pulida y lacada",Apartamento,1,1,1,5,5861,1819
861,Concreto vaciado,"Baldosa, vinilo, tableta, ladrillo, laminado",Casa,12,43,14,5,5861,1819
861,Concreto vaciado,"Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,8,14,8,5,5861,1819
861,Concreto vaciado,"Cemento, gravilla",Casa,6,16,6,5,5861,1819
861,Concreto vaciado,"Cemento, gravilla",Apartamento,1,8,3,5,5861,1819
861,Material prefabricado,"Baldosa, vinilo, tableta, ladrillo, laminado",Casa,2,3,2,5,5861,1819
861,"Tapia pisada, bahareque, adobe","Baldosa, vinilo, tableta, ladrillo, laminado",Casa,55,165,59,5,5861,1819
861,"Tapia pisada, bahareque, adobe","Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,102,477,178,5,5861,1819
861,"Tapia pisada, bahareque, adobe",Alfombra,Apartamento,1,3,1,5,5861,1819
861,"Tapia pisada, bahareque, adobe","Cemento, gravilla",Casa,56,208,62,5,5861,1819
861,"Tapia pisada, bahareque, adobe","Cemento, gravilla",Apartamento,24,141,41,5,5861,1819
861,"Tapia pisada, bahareque, adobe","Madera burda, tabla, tablon, otro vegetal",Apartamento,2,4,2,5,5861,1819
861,"Madera burda, tabla, tablon","Baldosa, vinilo, tableta, ladrillo, laminado",Casa,1,3,1,5,5861,1819
861,"Madera burda, tabla, tablon","Cemento, gravilla",Casa,2,7,3,5,5861,1819
861,"Madera burda, tabla, tablon","Madera burda, tabla, tablon, otro vegetal",Casa,1,7,1,5,5861,1819
861,"Madera burda, tabla, tablon","Madera burda, tabla, tablon, otro vegetal",Apartamento,1,1,1,5,5861,1819
861,"Madera burda, tabla, tablon","Tierra, arena, barro",Apartamento,1,2,1,5,5861,1819
873,Sin informacion,Sin informacion,Casa,232,0,0,5,5873,1359
873,Sin informacion,Sin informacion,Apartamento,1,0,0,5,5873,1359
873,"Bloque, ladrillo, piedra, madera pulida","Marmol, parque, madera pulida y lacada",Casa,3,4,3,5,5873,1359
873,"Bloque, ladrillo, piedra, madera pulida","Marmol, parque, madera pulida y lacada",Apartamento,1,2,1,5,5873,1359
873,"Bloque, ladrillo, piedra, madera pulida","Baldosa, vinilo, tableta, ladrillo, laminado",Casa,13,57,17,5,5873,1359
873,"Bloque, ladrillo, piedra, madera pulida","Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,2,2,2,5,5873,1359
873,"Bloque, ladrillo, piedra, madera pulida","Cemento, gravilla",Casa,20,63,29,5,5873,1359
873,"Bloque, ladrillo, piedra, madera pulida","Cemento, gravilla",Apartamento,3,13,5,5,5873,1359
873,"Bloque, ladrillo, piedra, madera pulida","Madera burda, tabla, tablon, otro vegetal",Casa,2,2,2,5,5873,1359
873,Concreto vaciado,"Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,1,2,1,5,5873,1359
873,Concreto vaciado,"Cemento, gravilla",Casa,2,5,3,5,5873,1359
873,"Tapia pisada, bahareque, adobe","Baldosa, vinilo, tableta, ladrillo, laminado",Casa,1,3,1,5,5873,1359
873,"Tapia pisada, bahareque, adobe","Cemento, gravilla",Casa,1,2,1,5,5873,1359
873,"Tapia pisada, bahareque, adobe","Madera burda, tabla, tablon, otro vegetal",Casa,4,15,5,5,5873,1359
873,"Madera burda, tabla, tablon","Marmol, parque, madera pulida y lacada",Casa,2,7,2,5,5873,1359
873,"Madera burda, tabla, tablon","Baldosa, vinilo, tableta, ladrillo, laminado",Casa,3,22,5,5,5873,1359
873,"Madera burda, tabla, tablon","Baldosa, vinilo, tableta, ladrillo, laminado",Apartamento,1,3,3,5,5873,1359
873,"Madera burda, tabla, tablon","Cemento, gravilla",Casa,12,38,17,5,5873,1359
873,"Madera burda, tabla, tablon","Cemento, gravilla",Apartamento,1,5,1,5,5873,1359
873,"Madera burda, tabla, tablon","Madera burda, tabla, tablon, otro vegetal",Casa,1039,5002,1456,5,5873,1359
873,"Madera burda, tabla, tablon","Madera burda, tabla, tablon, otro vegetal",Apartamento,3,9,5,5,5873,1359
873,"Madera burda, tabla, tablon","Tierra, arena, barro",Casa,7,23,8,5,5873,1359
873,"Cana, esterilla, otros vegetales","Madera burda, tabla, tablon, otro vegetal",Casa,3,11,3,5,5873,1359
