Cod,Departamento,Edificaciones C. Municipal,Edificaciones C. Poblado,Edificaciones Rural Disperso y Resto,Personas C. Municipal,Personas C. Poblado,Personas Rural Disperso y Resto,Total edificaciones,Total personas
15839,15.0,24.0,9.0,15.0,169.0,118.0,1506.0,48.0,1793.0
15842,15.0,357.0,0.0,31.0,1012.0,0.0,5893.0,388.0,6905.0
15861,15.0,453.0,324.0,34.0,2328.0,1212.0,10425.0,811.0,13965.0
15879,15.0,236.0,0.0,13.0,413.0,0.0,2165.0,249.0,2578.0
15897,15.0,387.0,0.0,43.0,1058.0,0.0,3209.0,430.0,4267.0
17001,17.0,66148.0,2601.0,618.0,370232.0,8402.0,15543.0,69367.0,394177.0
17013,17.0,2643.0,186.0,80.0,10234.0,1615.0,8663.0,2909.0,20512.0
17042,17.0,4499.0,187.0,201.0,18164.0,613.0,12512.0,4887.0,31289.0
17050,17.0,1212.0,55.0,31.0,6322.0,212.0,3300.0,1298.0,9834.0
17088,17.0,790.0,138.0,38.0,4271.0,669.0,4000.0,966.0,8940.0
17174,17.0,9068.0,437.0,61.0,43005.0,1435.0,3841.0,9566.0,48281.0
17272,17.0,701.0,247.0,60.0,3449.0,1202.0,4928.0,1008.0,9579.0
17380,17.0,19010.0,1543.0,398.0,61585.0,4233.0,3054.0,20951.0,68872.0
17388,17.0,93.0,63.0,33.0,1863.0,1357.0,2104.0,189.0,5324.0
17433,17.0,1684.0,84.0,43.0,9253.0,629.0,6573.0,1811.0,16455.0
17442,17.0,228.0,775.0,21.0,950.0,3863.0,3611.0,1024.0,8424.0
17444,17.0,552.0,6.0,26.0,5659.0,89.0,6319.0,584.0,12067.0
17446,17.0,311.0,219.0,33.0,676.0,446.0,959.0,563.0,2081.0
17486,17.0,2602.0,551.0,209.0,11183.0,1361.0,7746.0,3362.0,20290.0
17495,17.0,1185.0,155.0,92.0,3943.0,435.0,1559.0,1432.0,5937.0
17513,17.0,1912.0,505.0,64.0,6351.0,1347.0,5315.0,2481.0,13013.0
17524,17.0,1411.0,1015.0,51.0,4655.0,5143.0,3682.0,2477.0,13480.0
17541,17.0,1773.0,932.0,100.0,6556.0,2473.0,8020.0,2805.0,17049.0
17614,17.0,3651.0,1273.0,335.0,17121.0,8230.0,22515.0,5259.0,47866.0
17616,17.0,1145.0,126.0,53.0,3808.0,558.0,5467.0,1324.0,9833.0
17653,17.0,2499.0,465.0,114.0,10349.0,1054.0,4997.0,3078.0,16400.0
17662,17.0,1145.0,942.0,169.0,5209.0,3216.0,8946.0,2256.0,17371.0
17665,17.0,359.0,119.0,71.0,1200.0,124.0,3190.0,549.0,4514.0
17777,17.0,2889.0,273.0,104.0,12849.0,1236.0,12365.0,3266.0,26450.0
17867,17.0,1373.0,351.0,162.0,3962.0,1022.0,3158.0,1886.0,8142.0
17873,17.0,10997.0,919.0,285.0,54176.0,3153.0,5203.0,12201.0,62532.0
17877,17.0,2869.0,0.0,26.0,10655.0,0.0,1761.0,2895.0,12416.0
18001,18.0,43462.0,610.0,2028.0,138269.0,1590.0,12333.0,46100.0,152192.0
18029,18.0,781.0,120.0,82.0,1976.0,273.0,2049.0,983.0,4298.0
18094,18.0,1347.0,59.0,148.0,5680.0,345.0,2690.0,1554.0,8715.0
18150,18.0,3973.0,471.0,2374.0,14967.0,1223.0,10648.0,6818.0,26838.0
18205,18.0,1717.0,86.0,92.0,5202.0,216.0,1949.0,1895.0,7367.0
18247,18.0,3989.0,424.0,299.0,12455.0,1039.0,4059.0,4712.0,17553.0
18256,18.0,2169.0,154.0,420.0,7610.0,495.0,4568.0,2743.0,12673.0
18410,18.0,727.0,875.0,868.0,2284.0,2332.0,6797.0,2470.0,11413.0
18460,18.0,320.0,776.0,225.0,945.0,1548.0,2632.0,1321.0,5125.0
18479,18.0,414.0,0.0,64.0,1834.0,0.0,1510.0,478.0,3344.0
18592,18.0,4086.0,226.0,1107.0,14192.0,734.0,8604.0,5419.0,23530.0
18610,18.0,1700.0,868.0,511.0,6076.0,2084.0,2777.0,3079.0,10937.0
18753,18.0,5921.0,758.0,3104.0,21206.0,2653.0,16775.0,9783.0,40634.0
18756,18.0,956.0,228.0,1056.0,2699.0,827.0,5888.0,2240.0,9414.0
18785,18.0,1205.0,70.0,429.0,3178.0,141.0,1904.0,1704.0,5223.0
18860,18.0,758.0,190.0,158.0,2197.0,428.0,3038.0,1106.0,5663.0
19001,19.0,65312.0,3931.0,1613.0,228339.0,17625.0,25243.0,70856.0,271207.0
19022,19.0,557.0,457.0,198.0,1201.0,1084.0,14214.0,1212.0,16499.0
19050,19.0,497.0,610.0,339.0,2352.0,3770.0,13613.0,1446.0,19735.0
19075,19.0,1300.0,540.0,254.0,5212.0,2357.0,11306.0,2094.0,18875.0
19100,19.0,1561.0,1340.0,383.0,4515.0,3610.0,27437.0,3284.0,35562.0
19110,19.0,298.0,1267.0,576.0,1134.0,6532.0,14264.0,2141.0,21930.0
19130,19.0,672.0,476.0,480.0,1952.0,1613.0,28602.0,1628.0,32167.0
19137,19.0,391.0,315.0,262.0,1371.0,1627.0,12553.0,968.0,15551.0
19142,19.0,1523.0,1012.0,447.0,4962.0,4030.0,7138.0,2982.0,16130.0
19212,19.0,3670.0,212.0,189.0,12493.0,701.0,7710.0,4071.0,20904.0
19256,19.0,494.0,746.0,1112.0,2536.0,3219.0,29235.0,2352.0,34990.0
19290,19.0,349.0,57.0,12.0,1180.0,431.0,3476.0,418.0,5087.0
19300,19.0,1626.0,2272.0,121.0,5962.0,10442.0,2076.0,4019.0,18480.0
19318,19.0,3406.0,206.0,1957.0,13401.0,748.0,9326.0,5569.0,23475.0
19355,19.0,333.0,635.0,680.0,1193.0,3550.0,21590.0,1648.0,26333.0
19364,19.0,302.0,0.0,122.0,1069.0,0.0,4288.0,424.0,5357.0
19392,19.0,612.0,97.0,158.0,1614.0,409.0,7853.0,867.0,9876.0
19397,19.0,423.0,1330.0,220.0,1026.0,3656.0,14983.0,1973.0,19665.0
19418,19.0,530.0,391.0,1982.0,1762.0,1290.0,11234.0,2903.0,14286.0
19450,19.0,1786.0,1391.0,272.0,5642.0,3797.0,5341.0,3449.0,14780.0
19455,19.0,4706.0,1272.0,191.0,17734.0,4352.0,5649.0,6169.0,27735.0
19473,19.0,913.0,378.0,614.0,2200.0,1126.0,14845.0,1905.0,18171.0
19513,19.0,1246.0,303.0,43.0,4379.0,1609.0,2770.0,1592.0,8758.0
19517,19.0,783.0,822.0,668.0,2843.0,4461.0,20400.0,2273.0,27704.0
19532,19.0,3448.0,1864.0,534.0,11613.0,5703.0,10830.0,5846.0,28146.0
19533,19.0,647.0,294.0,184.0,1910.0,1022.0,4098.0,1125.0,7030.0
19548,19.0,2966.0,259.0,239.0,12522.0,776.0,19943.0,3464.0,33241.0
19573,19.0,7258.0,1157.0,43.0,35442.0,3916.0,621.0,8458.0,39979.0
19585,19.0,462.0,448.0,328.0,1645.0,2101.0,7489.0,1238.0,11235.0
19622,19.0,339.0,248.0,77.0,1017.0,904.0,7400.0,664.0,9321.0
19693,19.0,223.0,654.0,156.0,592.0,1921.0,7228.0,1033.0,9741.0
19698,19.0,12368.0,2520.0,542.0,46694.0,10229.0,31574.0,15430.0,88497.0
19701,19.0,303.0,273.0,930.0,581.0,780.0,2903.0,1506.0,4264.0
19743,19.0,1253.0,220.0,1232.0,4247.0,842.0,14345.0,2705.0,19434.0
19760,19.0,168.0,377.0,217.0,512.0,1393.0,9949.0,762.0,11854.0
19780,19.0,1494.0,171.0,191.0,5725.0,1288.0,12565.0,1856.0,19578.0
19785,19.0,503.0,153.0,80.0,1104.0,359.0,4715.0,736.0,6178.0
19807,19.0,3725.0,170.0,295.0,13408.0,580.0,18147.0,4190.0,32135.0
19809,19.0,1422.0,770.0,1902.0,6128.0,2685.0,7729.0,4094.0,16542.0
19821,19.0,420.0,336.0,331.0,1882.0,2036.0,14834.0,1087.0,18752.0
19824,19.0,208.0,170.0,292.0,780.0,1747.0,11520.0,670.0,14047.0
19845,19.0,3101.0,444.0,128.0,13669.0,1647.0,3373.0,3673.0,18689.0
20001,20.0,73069.0,8692.0,3406.0,398977.0,31509.0,13278.0,85167.0,443764.0
20011,20.0,24726.0,1362.0,250.0,83672.0,4773.0,6846.0,26338.0,95291.0
20013,20.0,11247.0,1553.0,348.0,47700.0,5890.0,4049.0,13148.0,57639.0
20032,20.0,2031.0,1110.0,156.0,9287.0,4951.0,4169.0,3297.0,18407.0
20045,20.0,3966.0,180.0,224.0,15722.0,524.0,2686.0,4370.0,18932.0
20060,20.0,8004.0,128.0,171.0,34558.0,543.0,1485.0,8303.0,36586.0
20175,20.0,3205.0,2879.0,318.0,12604.0,11615.0,5906.0,6402.0,30125.0
20178,20.0,4420.0,2708.0,287.0,16370.0,8674.0,1873.0,7415.0,26917.0
20228,20.0,6058.0,1865.0,200.0,24797.0,6585.0,3388.0,8123.0,34770.0
20238,20.0,5769.0,852.0,231.0,22282.0,3075.0,3156.0,6852.0,28513.0
20250,20.0,1823.0,7721.0,138.0,6532.0,25110.0,2640.0,9682.0,34282.0
20295,20.0,2402.0,926.0,54.0,8191.0,3165.0,1081.0,3382.0,12437.0
20310,20.0,378.0,162.0,66.0,1230.0,631.0,2172.0,606.0,4033.0
20383,20.0,886.0,1407.0,89.0,5067.0,6420.0,3269.0,2382.0,14756.0
20400,20.0,7655.0,2194.0,185.0,28312.0,5579.0,3176.0,10034.0,37067.0
20443,20.0,1660.0,0.0,50.0,8071.0,0.0,1201.0,1710.0,9272.0
20517,20.0,4028.0,514.0,88.0,12960.0,1742.0,2096.0,4630.0,16798.0
20550,20.0,3903.0,970.0,71.0,12889.0,3096.0,2452.0,4944.0,18437.0
20570,20.0,2165.0,98.0,492.0,8257.0,524.0,4261.0,2755.0,13042.0
20614,20.0,1843.0,793.0,117.0,6591.0,2842.0,4955.0,2753.0,14388.0
20621,20.0,4520.0,764.0,277.0,18721.0,4083.0,2817.0,5561.0,25621.0
20710,20.0,4117.0,478.0,112.0,18426.0,1749.0,2791.0,4707.0,22966.0
20750,20.0,2492.0,1450.0,81.0,10288.0,5977.0,2221.0,4023.0,18486.0
20770,20.0,3068.0,1549.0,150.0,11334.0,6125.0,2941.0,4767.0,20400.0
20787,20.0,1500.0,1497.0,149.0,5950.0,5529.0,2571.0,3146.0,14050.0
23001,23.0,73161.0,9070.0,1809.0,352018.0,37742.0,40422.0,84040.0,430182.0
23068,23.0,6758.0,884.0,302.0,24422.0,3485.0,8850.0,7944.0,36757.0
23079,23.0,1809.0,838.0,97.0,7370.0,5234.0,5734.0,2744.0,18338.0
23090,23.0,1035.0,386.0,136.0,3831.0,2076.0,8908.0,1557.0,14815.0
23162,23.0,13305.0,5069.0,274.0,56826.0,21633.0,17300.0,18648.0,95759.0
23168,23.0,513.0,933.0,89.0,3121.0,5950.0,3922.0,1535.0,12993.0
23182,23.0,4319.0,1374.0,217.0,19963.0,7874.0,14710.0,5910.0,42547.0
23189,23.0,5951.0,2603.0,481.0,22436.0,10741.0,22941.0,9035.0,56118.0
23300,23.0,1255.0,927.0,79.0,5491.0,4743.0,5785.0,2261.0,16019.0
23350,23.0,2990.0,360.0,170.0,11090.0,1400.0,1202.0,3520.0,13692.0
23417,23.0,12399.0,5355.0,562.0,49454.0,21209.0,27661.0,18316.0,98324.0
23419,23.0,840.0,848.0,194.0,3516.0,2971.0,9380.0,1882.0,15867.0
23464,23.0,2539.0,549.0,39.0,10757.0,2590.0,2847.0,3127.0,16194.0
23466,23.0,15305.0,1723.0,416.0,55833.0,6800.0,8944.0,17444.0,71577.0
23500,23.0,1828.0,966.0,263.0,5764.0,3606.0,15648.0,3057.0,25018.0
23555,23.0,9689.0,1823.0,388.0,39570.0,7390.0,12355.0,11900.0,59315.0
23570,23.0,2275.0,1377.0,400.0,8846.0,5623.0,12473.0,4052.0,26942.0
23574,23.0,884.0,711.0,237.0,3787.0,2972.0,12534.0,1832.0,19293.0
23580,23.0,2582.0,2169.0,996.0,11610.0,8531.0,14850.0,5747.0,34991.0
23586,23.0,1889.0,379.0,69.0,7122.0,2962.0,4592.0,2337.0,14676.0
23660,23.0,12160.0,3672.0,463.0,51862.0,15205.0,26594.0,16295.0,93661.0
23670,23.0,1955.0,969.0,875.0,8505.0,5315.0,24238.0,3799.0,38058.0
23672,23.0,3424.0,2482.0,273.0,14933.0,8680.0,5334.0,6179.0,28947.0
23675,23.0,2169.0,1512.0,133.0,8599.0,6034.0,14751.0,3814.0,29384.0
23678,23.0,1234.0,734.0,178.0,4280.0,5181.0,13970.0,2146.0,23431.0
23682,23.0,1259.0,474.0,164.0,5107.0,2234.0,3454.0,1897.0,10795.0
23686,23.0,2319.0,2312.0,300.0,8561.0,11331.0,20589.0,4931.0,40481.0
23807,23.0,10609.0,1951.0,1578.0,41321.0,8463.0,28687.0,14138.0,78471.0
23815,23.0,284.0,445.0,89.0,4663.0,3587.0,4216.0,818.0,12466.0
23855,23.0,3960.0,936.0,988.0,14399.0,3398.0,12655.0,5884.0,30452.0
25001,25.0,3549.0,0.0,29.0,8282.0,0.0,2109.0,3578.0,10391.0
25019,25.0,439.0,296.0,25.0,1690.0,908.0,3307.0,760.0,5905.0
25035,25.0,2370.0,226.0,69.0,5341.0,895.0,5855.0,2665.0,12091.0
25040,25.0,1101.0,469.0,42.0,4050.0,1697.0,6352.0,1612.0,12099.0
25053,25.0,992.0,23.0,47.0,3990.0,73.0,5522.0,1062.0,9585.0
25086,25.0,148.0,360.0,120.0,355.0,853.0,508.0,628.0,1716.0
25095,25.0,158.0,58.0,17.0,391.0,91.0,1739.0,233.0,2221.0
25099,25.0,1694.0,0.0,45.0,7636.0,0.0,2003.0,1739.0,9639.0
25120,25.0,271.0,0.0,86.0,1106.0,0.0,3163.0,357.0,4269.0
25123,25.0,956.0,76.0,34.0,3426.0,230.0,5517.0,1066.0,9173.0
25126,25.0,7092.0,2769.0,206.0,53438.0,17001.0,10072.0,10067.0,80511.0
25148,25.0,922.0,511.0,209.0,2705.0,1109.0,6446.0,1642.0,10260.0
25151,25.0,1510.0,0.0,27.0,6574.0,0.0,8854.0,1537.0,15428.0
25154,25.0,636.0,0.0,40.0,2073.0,0.0,5252.0,676.0,7325.0
25168,25.0,302.0,0.0,17.0,843.0,0.0,2473.0,319.0,3316.0
25175,25.0,14906.0,2202.0,282.0,104004.0,13682.0,10982.0,17390.0,128668.0
25178,25.0,557.0,38.0,72.0,2610.0,83.0,5926.0,667.0,8619.0
25181,25.0,1133.0,5.0,35.0,3938.0,64.0,6358.0,1173.0,10360.0
25183,25.0,1236.0,0.0,92.0,10233.0,0.0,9367.0,1328.0,19600.0
25200,25.0,1436.0,905.0,52.0,7585.0,4509.0,8699.0,2393.0,20793.0
25214,25.0,4216.0,0.0,395.0,20129.0,0.0,11164.0,4611.0,31293.0
25224,25.0,337.0,0.0,40.0,1128.0,0.0,5874.0,377.0,7002.0
25245,25.0,2805.0,611.0,53.0,10034.0,1726.0,10739.0,3469.0,22499.0
25258,25.0,165.0,134.0,46.0,443.0,234.0,2781.0,345.0,3458.0
25260,25.0,3229.0,100.0,25.0,18893.0,411.0,2557.0,3354.0,21861.0
25269,25.0,20573.0,977.0,159.0,123019.0,5141.0,6632.0,21709.0,134792.0
25279,25.0,1138.0,53.0,44.0,4414.0,157.0,6171.0,1235.0,10742.0
25281,25.0,351.0,48.0,24.0,1172.0,163.0,4221.0,423.0,5556.0
25286,25.0,16271.0,85.0,72.0,88384.0,479.0,1764.0,16428.0,90627.0
25288,25.0,69.0,172.0,14.0,167.0,751.0,3926.0,255.0,4844.0
25290,25.0,26486.0,1440.0,105.0,111538.0,4770.0,15243.0,28031.0,131551.0
25293,25.0,513.0,56.0,100.0,1503.0,156.0,2684.0,669.0,4343.0
25295,25.0,1413.0,146.0,24.0,11154.0,808.0,4625.0,1583.0,16587.0
25297,25.0,929.0,5.0,66.0,3152.0,4.0,4902.0,1000.0,8058.0
25299,25.0,250.0,11.0,27.0,638.0,20.0,2368.0,288.0,3026.0
25307,25.0,24074.0,732.0,194.0,86672.0,2784.0,2012.0,25000.0,91468.0
25312,25.0,409.0,247.0,19.0,1839.0,1007.0,4051.0,675.0,6897.0
25317,25.0,978.0,0.0,28.0,5921.0,0.0,6472.0,1006.0,12393.0
25320,25.0,3661.0,1643.0,211.0,12300.0,4676.0,7486.0,5515.0,24462.0
25322,25.0,1258.0,112.0,104.0,6091.0,502.0,8341.0,1474.0,14934.0
25324,25.0,409.0,118.0,32.0,1169.0,285.0,516.0,559.0,1970.0
25326,25.0,640.0,0.0,40.0,2209.0,0.0,3924.0,680.0,6133.0
25328,25.0,346.0,22.0,14.0,1014.0,29.0,2553.0,382.0,3596.0
25335,25.0,338.0,336.0,122.0,1721.0,1145.0,2938.0,796.0,5804.0
25339,25.0,337.0,35.0,61.0,890.0,122.0,2292.0,433.0,3304.0
25368,25.0,212.0,0.0,85.0,788.0,0.0,1236.0,297.0,2024.0
25372,25.0,291.0,224.0,47.0,674.0,367.0,4155.0,562.0,5196.0
25377,25.0,2550.0,702.0,216.0,13247.0,2910.0,12220.0,3468.0,28377.0
25386,25.0,4236.0,614.0,60.0,16157.0,1856.0,10866.0,4910.0,28879.0
25394,25.0,1358.0,0.0,55.0,3638.0,0.0,4062.0,1413.0,7700.0
25398,25.0,341.0,0.0,48.0,887.0,0.0,4518.0,389.0,5405.0
25402,25.0,1171.0,76.0,46.0,5427.0,432.0,7189.0,1293.0,13048.0
25407,25.0,664.0,0.0,50.0,2782.0,0.0,6631.0,714.0,9413.0
25426,25.0,314.0,0.0,51.0,1541.0,0.0,4474.0,365.0,6015.0
25430,25.0,16403.0,825.0,66.0,99999.0,4684.0,4121.0,17294.0,108804.0
25436,25.0,267.0,0.0,19.0,804.0,0.0,2524.0,286.0,3328.0
25438,25.0,1209.0,176.0,213.0,3816.0,295.0,3112.0,1598.0,7223.0
25473,25.0,18363.0,23.0,139.0,126806.0,405.0,1630.0,18525.0,128841.0
25483,25.0,826.0,0.0,23.0,1552.0,0.0,544.0,849.0,2096.0
25486,25.0,1295.0,478.0,65.0,6307.0,2224.0,3662.0,1838.0,12193.0
25488,25.0,888.0,346.0,228.0,2694.0,1066.0,3154.0,1462.0,6914.0
25489,25.0,235.0,126.0,12.0,616.0,362.0,2079.0,373.0,3057.0
25491,25.0,587.0,112.0,12.0,1751.0,129.0,3308.0,711.0,5188.0
25506,25.0,300.0,60.0,52.0,1127.0,195.0,2782.0,412.0,4104.0
25513,25.0,3471.0,90.0,113.0,12424.0,184.0,11012.0,3674.0,23620.0
25518,25.0,164.0,149.0,38.0,481.0,367.0,2993.0,351.0,3841.0
25524,25.0,462.0,0.0,87.0,1042.0,0.0,3678.0,549.0,4720.0
25530,25.0,755.0,534.0,172.0,3389.0,1771.0,2830.0,1461.0,7990.0
25535,25.0,644.0,45.0,40.0,2756.0,153.0,5770.0,729.0,8679.0
25572,25.0,3556.0,344.0,433.0,10967.0,1073.0,2604.0,4333.0,14644.0
25580,25.0,204.0,45.0,119.0,507.0,83.0,1923.0,368.0,2513.0
25592,25.0,137.0,268.0,12.0,378.0,796.0,3273.0,417.0,4447.0
25594,25.0,380.0,166.0,63.0,1241.0,1035.0,2652.0,609.0,4928.0
25596,25.0,247.0,254.0,53.0,631.0,719.0,4747.0,554.0,6097.0
25599,25.0,1210.0,0.0,131.0,3505.0,0.0,4014.0,1341.0,7519.0
25612,25.0,2865.0,682.0,84.0,5931.0,1413.0,3435.0,3631.0,10779.0
25645,25.0,266.0,471.0,36.0,832.0,1436.0,7934.0,773.0,10202.0
25649,25.0,921.0,13.0,32.0,3190.0,27.0,4179.0,966.0,7396.0
25653,25.0,210.0,121.0,77.0,526.0,366.0,3151.0,408.0,4043.0
25658,25.0,861.0,0.0,43.0,3969.0,0.0,5389.0,904.0,9358.0
25662,25.0,964.0,584.0,92.0,2607.0,1497.0,3385.0,1640.0,7489.0
25718,25.0,623.0,44.0,24.0,2417.0,134.0,6715.0,691.0,9266.0
25736,25.0,789.0,555.0,59.0,3381.0,2569.0,5093.0,1403.0,11043.0
25740,25.0,4466.0,926.0,45.0,23535.0,3542.0,4412.0,5437.0,31489.0
25743,25.0,2249.0,266.0,88.0,6801.0,1427.0,12316.0,2603.0,20544.0
25745,25.0,1789.0,122.0,23.0,7057.0,374.0,4047.0,1934.0,11478.0
25754,25.0,90694.0,611.0,184.0,639242.0,1899.0,3151.0,91489.0,644292.0
25758,25.0,3014.0,232.0,217.0,17156.0,1272.0,6337.0,3463.0,24765.0
25769,25.0,1619.0,388.0,63.0,7202.0,1681.0,5946.0,2070.0,14829.0
25772,25.0,1385.0,588.0,101.0,7166.0,2370.0,5856.0,2074.0,15392.0
25777,25.0,564.0,19.0,22.0,1629.0,60.0,3027.0,605.0,4716.0
25779,25.0,525.0,0.0,16.0,2142.0,0.0,3920.0,541.0,6062.0
25781,25.0,436.0,108.0,20.0,1851.0,449.0,2953.0,564.0,5253.0
25785,25.0,1175.0,889.0,75.0,6270.0,4827.0,9455.0,2139.0,20552.0
25793,25.0,338.0,102.0,43.0,1240.0,383.0,5071.0,483.0,6694.0
25797,25.0,218.0,410.0,68.0,563.0,1426.0,6057.0,696.0,8046.0
25799,25.0,1042.0,367.0,96.0,8534.0,2698.0,9116.0,1505.0,20348.0
25805,25.0,161.0,188.0,18.0,529.0,597.0,2812.0,367.0,3938.0
25807,25.0,168.0,0.0,16.0,476.0,0.0,1958.0,184.0,2434.0
25815,25.0,3524.0,486.0,84.0,8523.0,1043.0,3870.0,4094.0,13436.0
25817,25.0,2356.0,2521.0,133.0,15270.0,18102.0,5973.0,5010.0,39345.0
25823,25.0,249.0,93.0,47.0,624.0,237.0,2662.0,389.0,3523.0
25839,25.0,239.0,191.0,116.0,1021.0,1018.0,5156.0,546.0,7195.0
25841,25.0,297.0,0.0,37.0,1022.0,0.0,5358.0,334.0,6380.0
25843,25.0,6424.0,685.0,105.0,29678.0,2475.0,7543.0,7214.0,39696.0
25845,25.0,850.0,40.0,29.0,3615.0,110.0,3175.0,919.0,6900.0
25851,25.0,763.0,0.0,9.0,2324.0,0.0,1693.0,772.0,4017.0
25862,25.0,390.0,93.0,37.0,1102.0,195.0,4739.0,520.0,6036.0
25867,25.0,375.0,13.0,12.0,1422.0,26.0,2357.0,400.0,3805.0
25871,25.0,200.0,0.0,24.0,583.0,0.0,1107.0,224.0,1690.0
25873,25.0,846.0,31.0,54.0,6342.0,122.0,9342.0,931.0,15806.0
25875,25.0,5075.0,242.0,76.0,17568.0,743.0,7323.0,5393.0,25634.0
25878,25.0,1395.0,258.0,104.0,4220.0,477.0,7819.0,1757.0,12516.0
25885,25.0,863.0,340.0,253.0,2596.0,879.0,7398.0,1456.0,10873.0
25898,25.0,271.0,265.0,20.0,1192.0,760.0,2257.0,556.0,4209.0
25899,25.0,17602.0,2975.0,85.0,105411.0,16889.0,6638.0,20662.0,128938.0
27001,27.0,26525.0,972.0,502.0,106640.0,2859.0,7921.0,27999.0,117420.0
27006,27.0,1613.0,802.0,1130.0,6504.0,2185.0,3376.0,3545.0,12065.0
27025,27.0,428.0,208.0,2015.0,2724.0,920.0,15162.0,2651.0,18806.0
27050,27.0,570.0,765.0,93.0,2531.0,2701.0,260.0,1428.0,5492.0
27073,27.0,824.0,190.0,759.0,2502.0,586.0,5618.0,1773.0,8706.0
27075,27.0,919.0,625.0,40.0,5440.0,2689.0,624.0,1584.0,8753.0
27077,27.0,853.0,457.0,507.0,3801.0,1931.0,3440.0,1817.0,9172.0
27099,27.0,243.0,1140.0,718.0,1083.0,4429.0,5617.0,2101.0,11129.0
27135,27.0,693.0,692.0,61.0,2594.0,2338.0,558.0,1446.0,5490.0
27150,27.0,410.0,273.0,865.0,1775.0,1161.0,9021.0,1548.0,11957.0
27160,27.0,826.0,74.0,268.0,2922.0,170.0,906.0,1168.0,3998.0
27205,27.0,2517.0,631.0,197.0,9495.0,1670.0,1034.0,3345.0,12199.0
27245,27.0,564.0,83.0,164.0,2497.0,1129.0,3376.0,811.0,7002.0
27250,27.0,297.0,359.0,342.0,1393.0,1338.0,2952.0,998.0,5683.0
27361,27.0,6151.0,314.0,556.0,20717.0,814.0,5747.0,7021.0,27278.0
27372,27.0,510.0,202.0,324.0,1586.0,530.0,1896.0,1036.0,4012.0
27413,27.0,963.0,321.0,197.0,3264.0,1526.0,1004.0,1481.0,5794.0
27425,27.0,234.0,457.0,330.0,857.0,1930.0,4279.0,1021.0,7066.0
27430,27.0,360.0,1232.0,397.0,1643.0,5837.0,3267.0,1989.0,10747.0
27450,27.0,691.0,25.0,787.0,2534.0,79.0,6378.0,1503.0,8991.0
27491,27.0,920.0,323.0,449.0,3302.0,1446.0,3339.0,1692.0,8087.0
27495,27.0,240.0,123.0,118.0,995.0,510.0,1028.0,481.0,2533.0
27580,27.0,443.0,502.0,155.0,1505.0,1435.0,1485.0,1100.0,4425.0
27600,27.0,694.0,895.0,152.0,2190.0,3854.0,1230.0,1741.0,7274.0
27615,27.0,2721.0,3941.0,2669.0,12732.0,13504.0,21517.0,9331.0,47753.0
27660,27.0,412.0,345.0,406.0,1341.0,941.0,2357.0,1163.0,4639.0
27745,27.0,222.0,472.0,31.0,590.0,1605.0,248.0,725.0,2443.0
27787,27.0,2801.0,846.0,514.0,9840.0,2940.0,3161.0,4161.0,15941.0
27800,27.0,1122.0,1097.0,649.0,4173.0,3944.0,3187.0,2868.0,11304.0
27810,27.0,793.0,771.0,139.0,2857.0,2640.0,805.0,1703.0,6302.0
41001,41.0,82871.0,3868.0,1137.0,293148.0,11857.0,7682.0,87876.0,312687.0
41006,41.0,873.0,375.0,535.0,4564.0,1908.0,18075.0,1783.0,24547.0
41013,41.0,1758.0,81.0,45.0,5606.0,276.0,2685.0,1884.0,8567.0
41016,41.0,3270.0,437.0,248.0,9945.0,1067.0,3565.0,3955.0,14577.0
41020,41.0,3412.0,456.0,1519.0,9936.0,1221.0,8831.0,5387.0,19988.0
41026,41.0,851.0,87.0,158.0,2378.0,270.0,1156.0,1096.0,3804.0
41078,41.0,1153.0,0.0,68.0,3452.0,0.0,2924.0,1221.0,6376.0
41132,41.0,6759.0,625.0,162.0,23385.0,1743.0,4923.0,7546.0,30051.0
41206,41.0,825.0,222.0,1400.0,2096.0,319.0,4542.0,2447.0,6957.0
41244,41.0,409.0,160.0,61.0,1350.0,478.0,1901.0,630.0,3729.0
41298,41.0,9498.0,1717.0,751.0,36137.0,6138.0,22944.0,11966.0,65219.0
41306,41.0,2854.0,1246.0,249.0,9268.0,4052.0,9158.0,4349.0,22478.0
41319,41.0,1531.0,524.0,113.0,5114.0,2179.0,8566.0,2168.0,15859.0
41349,41.0,1765.0,0.0,35.0,5154.0,0.0,1401.0,1800.0,6555.0
41357,41.0,1064.0,611.0,214.0,2564.0,1181.0,5285.0,1889.0,9030.0
41359,41.0,1501.0,227.0,259.0,6049.0,924.0,17565.0,1987.0,24538.0
41378,41.0,1358.0,111.0,199.0,4761.0,558.0,7075.0,1668.0,12394.0
41396,41.0,6707.0,834.0,608.0,23910.0,2952.0,24817.0,8149.0,51679.0
41483,41.0,695.0,112.0,88.0,2421.0,499.0,3142.0,895.0,6062.0
41503,41.0,621.0,360.0,87.0,2355.0,1431.0,7324.0,1068.0,11110.0
41518,41.0,901.0,48.0,66.0,2643.0,139.0,3615.0,1015.0,6397.0
41524,41.0,3480.0,1762.0,357.0,11678.0,5008.0,7379.0,5599.0,24065.0
41530,41.0,494.0,0.0,108.0,1718.0,0.0,8699.0,602.0,10417.0
41548,41.0,1351.0,83.0,62.0,4251.0,301.0,7634.0,1496.0,12186.0
41551,41.0,18013.0,1978.0,1353.0,71100.0,6661.0,40948.0,21344.0,118709.0
