Cod,Departamento,Edificaciones C. Municipal,Edificaciones C. Poblado,Edificaciones Rural Disperso y Resto,Personas C. Municipal,Personas C. Poblado,Personas Rural Disperso y Resto,Total edificaciones,Total personas
41615,41.0,3231.0,1189.0,241.0,11464.0,4393.0,5063.0,4661.0,20920.0
41660,41.0,404.0,80.0,92.0,1811.0,351.0,7889.0,576.0,10051.0
41668,41.0,3103.0,534.0,335.0,10801.0,1852.0,19650.0,3972.0,32303.0
41676,41.0,755.0,95.0,101.0,2522.0,332.0,7348.0,951.0,10202.0
41770,41.0,1104.0,665.0,841.0,3994.0,2149.0,11156.0,2610.0,17299.0
41791,41.0,1464.0,788.0,204.0,5118.0,2583.0,8320.0,2456.0,16021.0
41797,41.0,1677.0,525.0,129.0,5243.0,1515.0,2982.0,2331.0,9740.0
41799,41.0,1687.0,500.0,220.0,5146.0,1060.0,3982.0,2407.0,10188.0
41801,41.0,1249.0,0.0,99.0,3936.0,0.0,3408.0,1348.0,7344.0
41807,41.0,1914.0,435.0,75.0,7378.0,2231.0,11273.0,2424.0,20882.0
41872,41.0,810.0,1164.0,214.0,2373.0,3511.0,1052.0,2188.0,6936.0
41885,41.0,1994.0,0.0,246.0,6173.0,0.0,1166.0,2240.0,7339.0
44001,44.0,26507.0,3657.0,1362.0,117717.0,15266.0,9071.0,31526.0,142054.0
44035,44.0,3041.0,419.0,383.0,14600.0,2162.0,3087.0,3843.0,19849.0
44078,44.0,2316.0,788.0,132.0,15138.0,4630.0,1765.0,3236.0,21533.0
44090,44.0,1053.0,3913.0,358.0,4319.0,16076.0,3225.0,5324.0,23620.0
44098,44.0,1538.0,1001.0,281.0,5510.0,3950.0,2083.0,2820.0,11543.0
44110,44.0,1444.0,0.0,23.0,6249.0,0.0,704.0,1467.0,6953.0
44279,44.0,8243.0,1134.0,146.0,34697.0,3954.0,1863.0,9523.0,40514.0
44378,44.0,3137.0,432.0,527.0,10902.0,1804.0,3160.0,4096.0,15866.0
44420,44.0,426.0,81.0,29.0,1948.0,246.0,757.0,536.0,2951.0
44430,44.0,16208.0,569.0,896.0,93405.0,3385.0,10829.0,17673.0,107619.0
44560,44.0,1802.0,294.0,1259.0,6639.0,2118.0,15096.0,3355.0,23853.0
44650,44.0,7542.0,3026.0,321.0,29559.0,10586.0,2686.0,10889.0,42831.0
44847,44.0,1962.0,297.0,3002.0,5452.0,1469.0,31680.0,5261.0,38601.0
44855,44.0,1992.0,0.0,33.0,9250.0,0.0,905.0,2025.0,10155.0
44874,44.0,4235.0,0.0,41.0,23838.0,0.0,1086.0,4276.0,24924.0
47001,47.0,98598.0,7190.0,1554.0,436601.0,26474.0,9808.0,107342.0,472883.0
47030,47.0,2352.0,908.0,76.0,9355.0,3430.0,1315.0,3336.0,14100.0
47053,47.0,5161.0,1778.0,211.0,22571.0,9275.0,2459.0,7150.0,34305.0
47058,47.0,4182.0,1373.0,137.0,18879.0,5757.0,3620.0,5692.0,28256.0
47161,47.0,1083.0,742.0,20.0,5181.0,3858.0,186.0,1845.0,9225.0
47170,47.0,2957.0,528.0,98.0,12114.0,2521.0,3554.0,3583.0,18189.0
47189,47.0,22599.0,1028.0,590.0,104266.0,5049.0,6823.0,24217.0,116138.0
47205,47.0,1118.0,1529.0,9.0,4017.0,5513.0,124.0,2656.0,9654.0
47245,47.0,8146.0,3492.0,492.0,37525.0,16194.0,4977.0,12130.0,58696.0
47258,47.0,1465.0,2713.0,57.0,6168.0,10376.0,724.0,4235.0,17268.0
47268,47.0,2729.0,378.0,67.0,15474.0,2777.0,1079.0,3174.0,19330.0
47288,47.0,14273.0,468.0,252.0,55287.0,1782.0,2470.0,14993.0,59539.0
47318,47.0,1714.0,2074.0,272.0,8193.0,9540.0,7551.0,4060.0,25284.0
47460,47.0,1541.0,1327.0,142.0,7730.0,5572.0,4125.0,3010.0,17427.0
47541,47.0,509.0,1199.0,31.0,2396.0,4960.0,200.0,1739.0,7556.0
47545,47.0,1201.0,574.0,159.0,5583.0,2313.0,3149.0,1934.0,11045.0
47551,47.0,5638.0,2537.0,240.0,20371.0,9852.0,4115.0,8415.0,34338.0
47555,47.0,9371.0,1205.0,204.0,43076.0,6976.0,5995.0,10780.0,56047.0
47570,47.0,1598.0,2870.0,72.0,8561.0,17143.0,560.0,4540.0,26264.0
47605,47.0,1210.0,771.0,44.0,6272.0,2724.0,559.0,2025.0,9555.0
47660,47.0,1062.0,919.0,255.0,4491.0,3918.0,5590.0,2236.0,13999.0
47675,47.0,1784.0,648.0,36.0,6303.0,2626.0,415.0,2468.0,9344.0
47692,47.0,1437.0,1603.0,211.0,5747.0,7146.0,5946.0,3251.0,18839.0
47703,47.0,378.0,1650.0,124.0,1468.0,7201.0,2602.0,2152.0,11271.0
47707,47.0,2628.0,1025.0,206.0,12982.0,5105.0,4593.0,3859.0,22680.0
47720,47.0,1122.0,499.0,130.0,5904.0,1914.0,1511.0,1751.0,9329.0
47745,47.0,2759.0,1776.0,378.0,13274.0,8522.0,3965.0,4913.0,25761.0
47798,47.0,1579.0,1008.0,86.0,6281.0,4350.0,1710.0,2673.0,12341.0
47960,47.0,826.0,867.0,39.0,3655.0,3950.0,781.0,1732.0,8386.0
47980,47.0,994.0,12251.0,380.0,4338.0,55909.0,6446.0,13625.0,66693.0
50001,50.0,119194.0,4507.0,1436.0,416145.0,14219.0,15464.0,125137.0,445828.0
50006,50.0,18037.0,979.0,221.0,59880.0,4098.0,9879.0,19237.0,73857.0
50110,50.0,1074.0,82.0,141.0,4298.0,224.0,1313.0,1297.0,5835.0
50124,50.0,862.0,300.0,170.0,2725.0,925.0,1368.0,1332.0,5018.0
50150,50.0,1354.0,808.0,127.0,6128.0,3095.0,4276.0,2289.0,13499.0
50223,50.0,1384.0,76.0,131.0,4478.0,244.0,1550.0,1591.0,6272.0
50226,50.0,4020.0,799.0,171.0,14366.0,2625.0,4126.0,4990.0,21117.0
50245,50.0,164.0,127.0,28.0,438.0,283.0,665.0,319.0,1386.0
50251,50.0,982.0,461.0,210.0,2849.0,1205.0,3195.0,1653.0,7249.0
50270,50.0,428.0,156.0,22.0,1332.0,718.0,1548.0,606.0,3598.0
50287,50.0,2028.0,613.0,187.0,6665.0,1698.0,3153.0,2828.0,11516.0
50313,50.0,17973.0,1105.0,195.0,53603.0,3580.0,6340.0,19273.0,63523.0
50318,50.0,2440.0,64.0,92.0,9499.0,215.0,4094.0,2596.0,13808.0
50325,50.0,575.0,137.0,614.0,2286.0,469.0,2967.0,1326.0,5722.0
50330,50.0,1233.0,189.0,196.0,4060.0,398.0,4819.0,1618.0,9277.0
50350,50.0,1433.0,762.0,1734.0,4036.0,1699.0,16819.0,3929.0,22554.0
50370,50.0,499.0,401.0,920.0,1548.0,1132.0,5028.0,1820.0,7708.0
50400,50.0,1122.0,141.0,75.0,4451.0,523.0,5395.0,1338.0,10369.0
50450,50.0,648.0,162.0,470.0,3229.0,739.0,3848.0,1280.0,7816.0
50568,50.0,3620.0,1072.0,803.0,19983.0,2698.0,7156.0,5495.0,29837.0
50573,50.0,5205.0,1533.0,544.0,18007.0,4062.0,5318.0,7282.0,27387.0
50577,50.0,1265.0,287.0,338.0,3861.0,760.0,4059.0,1890.0,8680.0
50590,50.0,1635.0,234.0,962.0,6111.0,250.0,4621.0,2831.0,10982.0
50606,50.0,2928.0,0.0,264.0,11986.0,0.0,5277.0,3192.0,17263.0
50680,50.0,1802.0,1130.0,189.0,5924.0,4225.0,1180.0,3121.0,11329.0
50683,50.0,1278.0,338.0,237.0,3922.0,781.0,3173.0,1853.0,7876.0
50686,50.0,188.0,5.0,23.0,621.0,24.0,458.0,216.0,1103.0
50689,50.0,5727.0,617.0,171.0,16727.0,1634.0,3283.0,6515.0,21644.0
50711,50.0,2468.0,1287.0,1958.0,7161.0,2504.0,6580.0,5713.0,16245.0
52001,52.0,55828.0,11442.0,869.0,270961.0,50864.0,27014.0,68139.0,348839.0
52019,52.0,557.0,60.0,26.0,2294.0,385.0,5500.0,643.0,8179.0
52022,52.0,295.0,152.0,18.0,1510.0,1091.0,4251.0,465.0,6852.0
52036,52.0,543.0,55.0,33.0,1989.0,161.0,5330.0,631.0,7480.0
52051,52.0,319.0,105.0,23.0,1146.0,510.0,5961.0,447.0,7617.0
52079,52.0,2296.0,366.0,1453.0,10837.0,1260.0,11090.0,4115.0,23187.0
52083,52.0,679.0,78.0,27.0,3182.0,344.0,2433.0,784.0,5959.0
52110,52.0,729.0,711.0,163.0,5813.0,2808.0,11296.0,1603.0,19917.0
52203,52.0,300.0,151.0,22.0,965.0,804.0,5974.0,473.0,7743.0
52207,52.0,361.0,333.0,40.0,1879.0,1852.0,6358.0,734.0,10089.0
52210,52.0,347.0,100.0,24.0,1258.0,369.0,4775.0,471.0,6402.0
52215,52.0,855.0,229.0,69.0,3026.0,992.0,10685.0,1153.0,14703.0
52224,52.0,523.0,0.0,48.0,2672.0,0.0,6268.0,571.0,8940.0
52227,52.0,1732.0,758.0,451.0,6582.0,3802.0,20165.0,2941.0,30549.0
52233,52.0,447.0,511.0,214.0,1471.0,1389.0,2224.0,1172.0,5084.0
52240,52.0,1181.0,1348.0,112.0,4251.0,1966.0,6129.0,2641.0,12346.0
52250,52.0,1615.0,261.0,1002.0,6973.0,1005.0,12845.0,2878.0,20823.0
52254,52.0,311.0,90.0,32.0,1172.0,340.0,4639.0,433.0,6151.0
52256,52.0,480.0,527.0,221.0,1515.0,1472.0,3510.0,1228.0,6497.0
52258,52.0,348.0,402.0,144.0,1453.0,3037.0,8526.0,894.0,13016.0
52260,52.0,1198.0,0.0,94.0,4787.0,0.0,7599.0,1292.0,12386.0
52287,52.0,786.0,70.0,62.0,2779.0,303.0,3087.0,918.0,6169.0
52317,52.0,830.0,440.0,200.0,3031.0,1865.0,13866.0,1470.0,18762.0
52320,52.0,1255.0,51.0,59.0,4056.0,135.0,6573.0,1365.0,10764.0
52323,52.0,813.0,130.0,22.0,2875.0,451.0,2958.0,965.0,6284.0
52352,52.0,478.0,122.0,40.0,1999.0,261.0,4846.0,640.0,7106.0
52354,52.0,225.0,407.0,48.0,874.0,1729.0,3738.0,680.0,6341.0
52356,52.0,14542.0,1287.0,367.0,69890.0,7269.0,26997.0,16196.0,104156.0
52378,52.0,1396.0,379.0,77.0,7548.0,2183.0,6929.0,1852.0,16660.0
52381,52.0,280.0,388.0,35.0,1816.0,1549.0,5676.0,703.0,9041.0
52385,52.0,635.0,179.0,107.0,2817.0,490.0,1987.0,921.0,5294.0
52390,52.0,799.0,138.0,328.0,2881.0,776.0,2190.0,1265.0,5847.0
52399,52.0,2945.0,380.0,116.0,11367.0,1336.0,15776.0,3441.0,28479.0
52405,52.0,770.0,371.0,239.0,2639.0,1106.0,4425.0,1380.0,8170.0
52411,52.0,358.0,325.0,44.0,1893.0,1592.0,5454.0,727.0,8939.0
52418,52.0,1228.0,0.0,145.0,4043.0,0.0,4635.0,1373.0,8678.0
52427,52.0,762.0,263.0,548.0,6609.0,1909.0,9657.0,1573.0,18175.0
52435,52.0,244.0,634.0,874.0,1139.0,2060.0,4750.0,1752.0,7949.0
52473,52.0,1045.0,681.0,265.0,4641.0,2624.0,2513.0,1991.0,9778.0
52480,52.0,773.0,0.0,27.0,2604.0,0.0,1392.0,800.0,3996.0
52490,52.0,2805.0,514.0,547.0,10056.0,2051.0,9210.0,3866.0,21317.0
52506,52.0,558.0,153.0,66.0,1895.0,421.0,4169.0,777.0,6485.0
52520,52.0,1208.0,161.0,190.0,4733.0,481.0,2185.0,1559.0,7399.0
52540,52.0,681.0,811.0,180.0,2516.0,2675.0,2945.0,1672.0,8136.0
52560,52.0,544.0,57.0,193.0,2035.0,192.0,7920.0,794.0,10147.0
52565,52.0,434.0,43.0,35.0,1269.0,114.0,3232.0,512.0,4615.0
52573,52.0,905.0,507.0,108.0,3403.0,1607.0,3388.0,1520.0,8398.0
52585,52.0,1491.0,326.0,38.0,5487.0,1129.0,9779.0,1855.0,16395.0
52612,52.0,679.0,756.0,800.0,2084.0,1782.0,4517.0,2235.0,8383.0
52621,52.0,303.0,430.0,764.0,2288.0,1459.0,6604.0,1497.0,10351.0
52678,52.0,2201.0,446.0,541.0,7703.0,1478.0,13236.0,3188.0,22417.0
52683,52.0,2527.0,1193.0,68.0,9231.0,3529.0,6057.0,3788.0,18817.0
52685,52.0,646.0,13.0,25.0,2496.0,76.0,6300.0,684.0,8872.0
52687,52.0,544.0,373.0,127.0,1977.0,1271.0,13365.0,1044.0,16613.0
52693,52.0,1041.0,346.0,48.0,3656.0,1104.0,8139.0,1435.0,12899.0
52694,52.0,226.0,11.0,24.0,784.0,60.0,5728.0,261.0,6572.0
52696,52.0,477.0,334.0,761.0,3141.0,1111.0,4505.0,1572.0,8757.0
52699,52.0,356.0,66.0,414.0,1515.0,280.0,7393.0,836.0,9188.0
52720,52.0,440.0,244.0,27.0,1425.0,1078.0,4383.0,711.0,6886.0
52786,52.0,1032.0,1747.0,95.0,3656.0,4721.0,6976.0,2874.0,15353.0
52788,52.0,713.0,136.0,54.0,2745.0,330.0,7238.0,903.0,10313.0
52835,52.0,18733.0,7959.0,2457.0,73025.0,27521.0,23069.0,29149.0,123615.0
52838,52.0,4525.0,929.0,137.0,16871.0,3379.0,17963.0,5591.0,38213.0
52885,52.0,1060.0,160.0,39.0,3316.0,600.0,6662.0,1259.0,10578.0
54001,54.0,160666.0,4443.0,1401.0,602268.0,14736.0,7395.0,166510.0,624399.0
54003,54.0,3629.0,21.0,371.0,15391.0,72.0,14618.0,4021.0,30081.0
54051,54.0,575.0,105.0,96.0,2049.0,304.0,5744.0,776.0,8097.0
54099,54.0,967.0,567.0,38.0,2560.0,2206.0,2094.0,1572.0,6860.0
54109,54.0,125.0,172.0,91.0,416.0,578.0,3704.0,388.0,4698.0
54125,54.0,212.0,0.0,37.0,868.0,0.0,1855.0,249.0,2723.0
54128,54.0,442.0,334.0,106.0,1536.0,1251.0,5840.0,882.0,8627.0
54172,54.0,3699.0,343.0,32.0,10787.0,685.0,4476.0,4074.0,15948.0
54174,54.0,832.0,50.0,83.0,4302.0,406.0,5350.0,965.0,10058.0
54206,54.0,2145.0,316.0,385.0,7175.0,1160.0,9108.0,2846.0,17443.0
54223,54.0,430.0,79.0,113.0,1478.0,234.0,5926.0,622.0,7638.0
54239,54.0,620.0,66.0,30.0,2165.0,309.0,1891.0,716.0,4365.0
54245,54.0,690.0,828.0,255.0,2072.0,2609.0,6799.0,1773.0,11480.0
54250,54.0,1747.0,308.0,352.0,8223.0,1355.0,9357.0,2407.0,18935.0
54261,54.0,3327.0,582.0,752.0,16091.0,2437.0,7443.0,4661.0,25971.0
54313,54.0,553.0,71.0,69.0,1742.0,218.0,3948.0,693.0,5908.0
54344,54.0,279.0,117.0,524.0,1198.0,463.0,7960.0,920.0,9621.0
54347,54.0,211.0,0.0,28.0,1105.0,0.0,3576.0,239.0,4681.0
54377,54.0,336.0,0.0,69.0,1592.0,0.0,3946.0,405.0,5538.0
54385,54.0,426.0,672.0,173.0,1548.0,3796.0,5694.0,1271.0,11038.0
54398,54.0,246.0,156.0,110.0,710.0,602.0,5829.0,512.0,7141.0
54405,54.0,20654.0,514.0,128.0,78520.0,1176.0,1386.0,21296.0,81082.0
54418,54.0,544.0,0.0,10.0,1787.0,0.0,1813.0,554.0,3600.0
54480,54.0,194.0,62.0,34.0,729.0,303.0,2856.0,290.0,3888.0
54498,54.0,23428.0,700.0,295.0,99149.0,2128.0,9073.0,24423.0,110350.0
54518,54.0,9204.0,0.0,64.0,40941.0,0.0,3830.0,9268.0,44771.0
54520,54.0,265.0,127.0,58.0,971.0,452.0,3506.0,450.0,4929.0
54553,54.0,1539.0,8.0,16.0,7685.0,69.0,375.0,1563.0,8129.0
54599,54.0,660.0,16.0,27.0,2830.0,98.0,2448.0,703.0,5376.0
54660,54.0,1203.0,220.0,137.0,3708.0,587.0,4421.0,1560.0,8716.0
54670,54.0,408.0,139.0,205.0,1750.0,708.0,7446.0,752.0,9904.0
54673,54.0,739.0,1044.0,73.0,2248.0,3485.0,944.0,1856.0,6677.0
54680,54.0,462.0,0.0,53.0,1730.0,0.0,1347.0,515.0,3077.0
54720,54.0,2459.0,231.0,411.0,9172.0,828.0,11098.0,3101.0,21098.0
54743,54.0,270.0,359.0,154.0,840.0,1302.0,3571.0,783.0,5713.0
54800,54.0,669.0,31.0,120.0,2405.0,2080.0,8025.0,820.0,12510.0
54810,54.0,3973.0,2268.0,1041.0,18935.0,11935.0,20017.0,7282.0,50887.0
54820,54.0,1290.0,278.0,582.0,4777.0,940.0,8309.0,2150.0,14026.0
54871,54.0,645.0,0.0,77.0,1877.0,0.0,2720.0,722.0,4597.0
54874,54.0,24536.0,481.0,118.0,90954.0,1626.0,889.0,25135.0,93469.0
63001,63.0,63732.0,994.0,190.0,266091.0,2574.0,4377.0,64916.0,273042.0
63111,63.0,360.0,39.0,18.0,1178.0,172.0,1310.0,417.0,2660.0
63130,63.0,13875.0,2593.0,124.0,53789.0,9741.0,5792.0,16592.0,69322.0
63190,63.0,5224.0,870.0,48.0,20459.0,2837.0,3784.0,6142.0,27080.0
63212,63.0,883.0,0.0,20.0,3293.0,0.0,2118.0,903.0,5411.0
63272,63.0,1655.0,100.0,36.0,6292.0,364.0,4522.0,1791.0,11178.0
63302,63.0,989.0,0.0,36.0,3960.0,0.0,3070.0,1025.0,7030.0
63401,63.0,7101.0,219.0,79.0,29378.0,775.0,2115.0,7399.0,32268.0
63470,63.0,7422.0,226.0,67.0,29576.0,1815.0,3683.0,7715.0,35074.0
63548,63.0,605.0,9.0,60.0,2870.0,88.0,1875.0,674.0,4833.0
63594,63.0,5586.0,248.0,54.0,23867.0,938.0,4160.0,5888.0,28965.0
63690,63.0,980.0,171.0,50.0,3725.0,711.0,3043.0,1201.0,7479.0
66001,66.0,74284.0,11907.0,2350.0,334479.0,42994.0,28964.0,88541.0,406437.0
66045,66.0,1269.0,82.0,34.0,4850.0,258.0,5553.0,1385.0,10661.0
66075,66.0,379.0,85.0,47.0,1443.0,302.0,3228.0,511.0,4973.0
66088,66.0,2801.0,269.0,67.0,10945.0,994.0,9276.0,3137.0,21215.0
66170,66.0,41424.0,929.0,382.0,183657.0,3192.0,7302.0,42735.0,194151.0
66318,66.0,843.0,467.0,56.0,3423.0,1752.0,6336.0,1366.0,11511.0
66383,66.0,704.0,21.0,50.0,2498.0,65.0,3582.0,775.0,6145.0
66400,66.0,6351.0,32.0,22.0,25287.0,126.0,393.0,6405.0,25806.0
66440,66.0,2150.0,243.0,209.0,7999.0,674.0,6730.0,2602.0,15403.0
66456,66.0,1226.0,191.0,362.0,3611.0,666.0,4911.0,1779.0,9188.0
66572,66.0,820.0,371.0,462.0,2620.0,1050.0,7742.0,1653.0,11412.0
66594,66.0,1994.0,692.0,112.0,6743.0,2712.0,15697.0,2798.0,25152.0
66682,66.0,13500.0,560.0,398.0,60273.0,1730.0,8522.0,14458.0,70525.0
66687,66.0,1440.0,265.0,54.0,5596.0,1130.0,4921.0,1759.0,11647.0
68001,68.0,46474.0,515.0,326.0,513018.0,3187.0,6473.0,47315.0,522678.0
68013,68.0,95.0,0.0,15.0,291.0,0.0,1358.0,110.0,1649.0
68020,68.0,140.0,33.0,34.0,493.0,93.0,2719.0,207.0,3305.0
68051,68.0,442.0,54.0,54.0,2279.0,431.0,5133.0,550.0,7843.0
68077,68.0,5482.0,686.0,51.0,22486.0,1782.0,4450.0,6219.0,28718.0
68079,68.0,1079.0,107.0,60.0,2814.0,290.0,4466.0,1246.0,7570.0
68081,68.0,42761.0,2987.0,934.0,173855.0,11484.0,12422.0,46682.0,197761.0
68092,68.0,490.0,394.0,97.0,1224.0,1673.0,2282.0,981.0,5179.0
68101,68.0,388.0,136.0,147.0,1461.0,442.0,7528.0,671.0,9431.0
68121,68.0,84.0,0.0,14.0,351.0,0.0,1252.0,98.0,1603.0
68132,68.0,183.0,38.0,15.0,862.0,126.0,793.0,236.0,1781.0
68147,68.0,819.0,0.0,26.0,3311.0,0.0,1965.0,845.0,5276.0
68152,68.0,216.0,38.0,68.0,619.0,112.0,3398.0,322.0,4129.0
68160,68.0,119.0,0.0,50.0,425.0,0.0,1443.0,169.0,1868.0
68162,68.0,556.0,26.0,60.0,3228.0,100.0,3060.0,642.0,6388.0
68167,68.0,2053.0,63.0,112.0,6831.0,149.0,3937.0,2228.0,10917.0
68169,68.0,294.0,0.0,38.0,683.0,0.0,2131.0,332.0,2814.0
68176,68.0,229.0,0.0,25.0,729.0,0.0,1635.0,254.0,2364.0
68179,68.0,183.0,31.0,18.0,568.0,90.0,3677.0,232.0,4335.0
68190,68.0,3397.0,1559.0,1027.0,11741.0,4665.0,8373.0,5983.0,24779.0
68207,68.0,792.0,0.0,38.0,2708.0,0.0,2508.0,830.0,5216.0
68209,68.0,164.0,0.0,9.0,652.0,0.0,2241.0,173.0,2893.0
68211,68.0,941.0,12.0,15.0,2399.0,34.0,746.0,968.0,3179.0
68217,68.0,251.0,97.0,123.0,672.0,281.0,3815.0,471.0,4768.0
68229,68.0,1209.0,0.0,113.0,4521.0,0.0,7064.0,1322.0,11585.0
68235,68.0,412.0,101.0,180.0,2420.0,810.0,14324.0,693.0,17554.0
68245,68.0,164.0,69.0,16.0,532.0,193.0,914.0,249.0,1639.0
68250,68.0,234.0,169.0,125.0,671.0,427.0,2997.0,528.0,4095.0
68255,68.0,1587.0,337.0,119.0,6782.0,841.0,5202.0,2043.0,12825.0
68264,68.0,129.0,0.0,54.0,514.0,0.0,1814.0,183.0,2328.0
68266,68.0,237.0,34.0,18.0,831.0,71.0,2470.0,289.0,3372.0
68271,68.0,516.0,33.0,69.0,1134.0,126.0,3336.0,618.0,4596.0
68276,68.0,38153.0,595.0,144.0,263696.0,3888.0,6662.0,38892.0,274246.0
68296,68.0,57.0,0.0,18.0,755.0,0.0,1911.0,75.0,2666.0
68298,68.0,144.0,32.0,81.0,598.0,144.0,2758.0,257.0,3500.0
68307,68.0,24005.0,1521.0,540.0,131524.0,5685.0,11255.0,26066.0,148464.0
68318,68.0,569.0,13.0,83.0,1504.0,32.0,4201.0,665.0,5737.0
68320,68.0,541.0,12.0,40.0,1490.0,47.0,2280.0,593.0,3817.0
68322,68.0,180.0,0.0,21.0,555.0,0.0,1494.0,201.0,2049.0
68324,68.0,362.0,0.0,52.0,1010.0,0.0,2733.0,414.0,3743.0
68327,68.0,773.0,0.0,16.0,2740.0,0.0,1643.0,789.0,4383.0
68344,68.0,176.0,0.0,21.0,610.0,0.0,1510.0,197.0,2120.0
68368,68.0,232.0,0.0,20.0,647.0,0.0,2340.0,252.0,2987.0
68370,68.0,17.0,0.0,12.0,96.0,0.0,1067.0,29.0,1163.0
68377,68.0,396.0,91.0,123.0,1558.0,347.0,3591.0,610.0,5496.0
68385,68.0,904.0,134.0,120.0,3056.0,883.0,5273.0,1158.0,9212.0
68397,68.0,251.0,101.0,29.0,697.0,252.0,3033.0,381.0,3982.0
68406,68.0,3604.0,218.0,236.0,19399.0,614.0,17057.0,4058.0,37070.0
68418,68.0,328.0,66.0,222.0,1629.0,451.0,10267.0,616.0,12347.0
68425,68.0,86.0,7.0,24.0,267.0,43.0,1814.0,117.0,2124.0
68432,68.0,3821.0,24.0,14.0,16834.0,74.0,2653.0,3859.0,19561.0
68444,68.0,215.0,57.0,49.0,1219.0,168.0,3081.0,321.0,4468.0
68464,68.0,1144.0,60.0,92.0,3920.0,154.0,6029.0,1296.0,10103.0
68468,68.0,212.0,6.0,43.0,620.0,34.0,3261.0,261.0,3915.0
68498,68.0,243.0,0.0,15.0,771.0,0.0,3766.0,258.0,4537.0
68500,68.0,1267.0,8.0,93.0,4468.0,24.0,5613.0,1368.0,10105.0
68502,68.0,499.0,35.0,80.0,1107.0,55.0,2764.0,614.0,3926.0
68522,68.0,178.0,0.0,36.0,422.0,0.0,822.0,214.0,1244.0
68524,68.0,174.0,0.0,18.0,725.0,0.0,1702.0,192.0,2427.0
68533,68.0,330.0,0.0,61.0,1209.0,0.0,2930.0,391.0,4139.0
68547,68.0,23537.0,2555.0,827.0,127370.0,9820.0,19391.0,26919.0,156581.0
68549,68.0,231.0,123.0,44.0,1014.0,332.0,3088.0,398.0,4434.0
68572,68.0,1537.0,84.0,64.0,4987.0,164.0,7293.0,1685.0,12444.0
68573,68.0,767.0,790.0,377.0,2387.0,2257.0,2137.0,1934.0,6781.0
68575,68.0,5242.0,3354.0,336.0,16041.0,11499.0,4129.0,8932.0,31669.0
68615,68.0,1245.0,1438.0,420.0,6104.0,5272.0,13823.0,3103.0,25199.0
68655,68.0,7114.0,908.0,324.0,18577.0,3242.0,5867.0,8346.0,27686.0
68669,68.0,858.0,155.0,81.0,2842.0,433.0,4708.0,1094.0,7983.0
68673,68.0,26.0,132.0,9.0,242.0,416.0,2047.0,167.0,2705.0
68679,68.0,10747.0,0.0,56.0,47627.0,0.0,6320.0,10803.0,53947.0
68682,68.0,316.0,8.0,18.0,754.0,12.0,1395.0,342.0,2161.0
68684,68.0,249.0,80.0,17.0,848.0,274.0,3007.0,346.0,4129.0
68686,68.0,196.0,0.0,23.0,629.0,0.0,1789.0,219.0,2418.0
68689,68.0,3192.0,1236.0,429.0,10918.0,3160.0,14625.0,4857.0,28703.0
68705,68.0,86.0,0.0,32.0,203.0,0.0,2035.0,118.0,2238.0
68720,68.0,176.0,230.0,81.0,718.0,688.0,1751.0,487.0,3157.0
68745,68.0,619.0,82.0,231.0,1895.0,341.0,5515.0,932.0,7751.0
68755,68.0,6517.0,16.0,61.0,23682.0,58.0,5196.0,6594.0,28936.0
68770,68.0,367.0,646.0,79.0,1783.0,1978.0,4969.0,1092.0,8730.0
68773,68.0,129.0,276.0,68.0,464.0,1154.0,4414.0,473.0,6032.0
68780,68.0,282.0,60.0,57.0,902.0,144.0,2474.0,399.0,3520.0
68820,68.0,181.0,93.0,61.0,499.0,1130.0,5050.0,335.0,6679.0
68855,68.0,611.0,0.0,28.0,2319.0,0.0,3327.0,639.0,5646.0
68861,68.0,2992.0,263.0,350.0,10461.0,1206.0,6494.0,3605.0,18161.0
68867,68.0,207.0,0.0,26.0,708.0,0.0,1054.0,233.0,1762.0
68872,68.0,1368.0,0.0,36.0,4432.0,0.0,2291.0,1404.0,6723.0
68895,68.0,2078.0,211.0,83.0,5891.0,352.0,2614.0,2372.0,8857.0
70001,70.0,55857.0,4117.0,306.0,246227.0,17305.0,6304.0,60280.0,269836.0
70110,70.0,2122.0,222.0,40.0,8303.0,839.0,861.0,2384.0,10003.0
70124,70.0,893.0,1357.0,130.0,3636.0,6479.0,3208.0,2380.0,13323.0
70204,70.0,565.0,572.0,63.0,3435.0,2455.0,1771.0,1200.0,7661.0
70215,70.0,12936.0,2886.0,171.0,50986.0,11954.0,2858.0,15993.0,65798.0
70221,70.0,2165.0,808.0,366.0,8112.0,4064.0,2668.0,3339.0,14844.0
70230,70.0,684.0,139.0,42.0,2852.0,600.0,969.0,865.0,4421.0
70233,70.0,1136.0,1325.0,63.0,4314.0,4612.0,781.0,2524.0,9707.0
70235,70.0,2975.0,1139.0,111.0,11879.0,4504.0,3840.0,4225.0,20223.0
70265,70.0,1665.0,410.0,173.0,6767.0,1848.0,6998.0,2248.0,15613.0
70400,70.0,1182.0,309.0,92.0,5478.0,1497.0,4504.0,1583.0,11479.0
70418,70.0,2668.0,1861.0,194.0,10954.0,6716.0,4135.0,4723.0,21805.0
70429,70.0,2283.0,1548.0,377.0,9460.0,6660.0,16463.0,4208.0,32583.0
70473,70.0,2236.0,833.0,116.0,8930.0,2948.0,2746.0,3185.0,14624.0
70508,70.0,2943.0,2151.0,222.0,11406.0,7849.0,1909.0,5316.0,21164.0
